index,sample,etchlevel,etchtime,oxide_thickness_nm,thickness_err_nm,group,week,baseline_value,delta_from_wk0
0,BOE_WK0,,,1.1424922217348854,0.047466465286723124,BOE,0.0,1.1424922217348854,0.0
1,BOE_WK1,,,1.6276191103919098,0.032817100784783754,BOE,1.0,1.1424922217348854,0.48512688865702436
2,BOE_WK2,,,1.8798965444017992,0.029014297114271455,BOE,2.0,1.1424922217348854,0.7374043226669138
3,BOE_WK3,,,1.748395807838747,0.03406965362506581,BOE,3.0,1.1424922217348854,0.6059035861038615
4,Control_WK0,,,1.309388624798183,0.046630637597903576,Control,0.0,1.309388624798183,0.0
5,Control_WK1,,,1.3414875629809826,0.040255668729973014,Control,1.0,1.309388624798183,0.03209893818279963
6,Control_WK2,,,1.3599628505741437,0.040104361975793756,Control,2.0,1.309388624798183,0.05057422577596071
