index,sample,etchlevel,etchtime,element,species,spin,expected_eV,fitted_eV,fitted_stderr,delta_eV
4,Control_WK0,,,Re4f,ReO3 (Re6+),5/2,45.5,45.99414508377086,0.06907688594998984,0.4941450837708601
4,Control_WK0,,,Re4f,Re2O7 (Re7+),7/2,45.5,45.980060694153956,0.08068933541138097,0.4800606941539556
4,Control_WK0,,,Re4f,Re2O7 (Re7+),5/2,47.9,48.39714662873434,0.08055989926092404,0.4971466287343418
5,Control_WK1,,,Re4f,Re metal,7/2,40.3,40.51624553691897,0.004453121697654285,0.21624553691897574
5,Control_WK1,,,Re4f,Re metal,5/2,42.7,42.93195337521777,0.007295701806763931,0.23195337521777049
5,Control_WK1,,,Re4f,ReO2 (Re4+),7/2,42.3,41.80000000000002,1.5113039529544928e-08,-0.4999999999999787
5,Control_WK1,,,Re4f,ReO2 (Re4+),5/2,44.7,44.21570783829881,0.008357073484410458,-0.48429216170119105
5,Control_WK1,,,Re4f,ReO3 (Re6+),7/2,43.1,43.582085289072474,0.05698872503960832,0.4820852890724723
5,Control_WK1,,,Re4f,ReO3 (Re6+),5/2,45.5,45.99779312737127,0.05956153633364687,0.497793127371267
5,Control_WK1,,,Re4f,Re2O7 (Re7+),7/2,45.5,45.843994057212996,0.05451673019680287,0.3439940572129956
5,Control_WK1,,,Re4f,Re2O7 (Re7+),5/2,47.9,48.259701895511796,0.054829159301646634,0.35970189551179743
6,Control_WK2,,,Re4f,Re metal,7/2,40.3,40.51983617211356,0.004439078437013614,0.21983617211355977
6,Control_WK2,,,Re4f,Re metal,5/2,42.7,42.93414725116275,0.0072770087808313845,0.23414725116274582
6,Control_WK2,,,Re4f,ReO2 (Re4+),7/2,42.3,41.8,4.830056371039716e-09,-0.5
6,Control_WK2,,,Re4f,ReO2 (Re4+),5/2,44.7,44.21431107904919,0.008328522994873761,-0.48568892095081395
6,Control_WK2,,,Re4f,ReO3 (Re6+),7/2,43.1,43.587101237427675,0.05624858189670427,0.4871012374276731
6,Control_WK2,,,Re4f,ReO3 (Re6+),5/2,45.5,46.001412316476866,0.05877731504567695,0.5014123164768662
6,Control_WK2,,,Re4f,Re2O7 (Re7+),7/2,45.5,45.82671005428473,0.05206762012999992,0.32671005428473165
6,Control_WK2,,,Re4f,Re2O7 (Re7+),5/2,47.9,48.24102113333392,0.05252326766926992,0.3410211333339248
7,CTRL,,,Re4f,Re metal,7/2,40.3,40.51616288727883,0.004529023103315522,0.21616288727883415
7,CTRL,,,Re4f,Re metal,5/2,42.7,42.93060641755728,0.007438930231942327,0.23060641755727573
7,CTRL,,,Re4f,ReO2 (Re4+),7/2,42.3,41.8,1.0034391346426205e-09,-0.5
7,CTRL,,,Re4f,ReO2 (Re4+),5/2,44.7,44.214443530278444,0.008507587227594898,-0.4855564697215584
7,CTRL,,,Re4f,ReO3 (Re6+),7/2,43.1,43.585310218469964,0.05682018384601407,0.48531021846996225
7,CTRL,,,Re4f,ReO3 (Re6+),5/2,45.5,45.99975374874841,0.059478498059733,0.49975374874841094
7,CTRL,,,Re4f,Re2O7 (Re7+),7/2,45.5,45.83916896038484,0.05325011017066631,0.3391689603848391
7,CTRL,,,Re4f,Re2O7 (Re7+),5/2,47.9,48.253612490663286,0.053614388562244916,0.3536124906632878
