week,boe_mean,boe_sem,control_mean,control_sem,difference,difference_sem
0.0,1.4130678772016088,0.0,3.443480332487935,0.0,-2.030412455286326,0.0
1.0,2.47148021225581,0.0,3.37164649434308,0.0,-0.90016628208727,0.0
2.0,2.5614131458332947,0.0,3.3428576356278197,0.0,-0.781444489794525,0.0
