index,sample,etchlevel,etchtime,metal_frac,metal_err,Ta5_frac,Ta5_err,Ta3_frac,Ta3_err,Ta1_frac,Ta1_err,interface_frac,interface_err,alloy_frac,alloy_err
0,ReTa03,0,0.0,0.08991905558573314,0.08236023458794918,0.1061817387366719,0.03627488465024662,0.10974193109856432,0.05109248274399772,0.3021107287701307,0.2861781294826577,0.10790286670287973,0.2943023468370597,0.28414367910602023,0.105671990812596
1,ReTa03,1,10.013,0.08768146254947762,0.037877153454794324,0.018624624536553034,0.00396814576741685,0.1122056624916717,0.020568623241637468,0.5018322088787929,0.0963455827559903,0.10521762438575706,0.1301939569441753,0.17443841715774774,0.053378591477752584
2,ReTa03,2,20.026,0.0888304907821278,0.03399185832455309,0.01587339926947565,0.0037309623146703835,0.08932152982163799,0.014798432083914601,0.5329829446927666,0.10332802567441089,0.10659658893855334,0.1486732764509254,0.16639504649543851,0.04507500862639417
3,ReTa03,3,30.038,0.0894288318968448,0.035049546160532935,0.013770966550975988,0.0038471696177691055,0.0859310845943924,0.014442711002902944,0.5365729913810685,0.10743154851907007,0.10731459827621372,0.1557019222379635,0.1669815273005047,0.04495757819213706
4,ReTa03,4,40.051,0.08976441204615508,0.03493752111094648,0.011714163095095051,0.0037715580278266047,0.08357312153047293,0.013962841496464241,0.5385864722769196,0.1081462759657939,0.10771729445538392,0.15795820380940945,0.1686445365959736,0.044367439353750426
5,ReTa03,5,50.064,0.08948021330525686,0.03440203883955027,0.015487798444637095,0.0036997159440217125,0.08588301139728104,0.014028444432562907,0.53688127983154,0.10581722446828061,0.10737625596630801,0.15478605850281157,0.164891441054977,0.043707108843020634
6,ReTa03,6,60.077,0.08953139718156303,0.034926022904829546,0.012668305720547241,0.0037103918097168265,0.08617638898552332,0.013798755056871675,0.537188383089378,0.10868654217199947,0.1074376766178756,0.16013961062593046,0.16699784840511284,0.044271436064284596
7,ReTa03,7,70.09,0.08976017246378955,0.035266151595126055,0.012290355718530014,0.00381608406222498,0.08283759578755363,0.013932270204833296,0.538561034782737,0.10930803131364601,0.10771220695654742,0.1600708107446898,0.16883863429084245,0.04456784544052114
8,ReTa03,8,80.103,0.08959614491993652,0.03498432584292947,0.013570735187619134,0.003691806041221365,0.08399132422631586,0.013835381317349613,0.5375768695196189,0.10715358106460636,0.10751537390392378,0.1571881411814033,0.1677495522425859,0.04387322090901673
9,ReTa03,9,90.115,0.08975663301591874,0.03506146234844603,0.013807591689294048,0.003712331446116959,0.08244640498060277,0.013962652094175517,0.5385397980950581,0.10705261938926798,0.10770795961901164,0.1563195643527066,0.16774161260011458,0.04392506636998975
10,ReTa04,0,0.0,0.09052451238869157,0.03360759215210925,0.49481616975212783,0.00916406700013881,0.002282428494930043,0.02453113677883898,0.26861699877038775,0.06023465715052554,0.10862941486642984,0.04155477256278702,0.035130475727432976,0.018652353396677878
11,ReTa04,1,10.013,0.08929930919447653,0.039577846732693704,0.013691289996690021,0.003955389069678938,0.06969451171713197,0.015426858759320301,0.535795855166859,0.10413145382578749,0.1071591710333718,0.14852512762055498,0.18435986289147063,0.04951844446613695
12,ReTa04,2,20.026,0.08983570915296106,0.04186897061508784,0.014742229380358848,0.0039488283484167665,0.0675970988950651,0.015012028021492157,0.5390142549177661,0.10941983428208384,0.10780285098355323,0.1578681647918668,0.18100785667029567,0.048257732104586094
13,ReTa04,3,30.039,0.08991333157702294,0.04115239642620272,0.01489990447857234,0.003917444912380311,0.06791219862778933,0.014513138508806856,0.5394799894621374,0.1101025330546895,0.10789599789242749,0.16213013812313914,0.17989857796205044,0.04754194175335092
14,ReTa04,4,40.051,0.08990066149769016,0.04133437943470456,0.015159320605064868,0.003899343073151356,0.06880832051859014,0.015094629640433671,0.5394039689861407,0.11076389350828304,0.10788079379722815,0.16316790564918013,0.178846934595286,0.0482804142510951
15,ReTa04,5,50.063,0.08970519917827868,0.04203224416533752,0.016078841329861947,0.003914603973533257,0.06846755265643267,0.014895345436502857,0.5382311950696719,0.11127095221672283,0.10764623901393439,0.1651151447859217,0.1798709727518204,0.048441564404696956
16,ReTa04,6,60.076,0.08994572390135744,0.04121591472957897,0.01340168029627051,0.003886287686744273,0.06726828981442817,0.014777796513615105,0.5396743434081444,0.11238192847491951,0.10793486868162888,0.1682577197474052,0.1817750938981706,0.04860475178133487
17,ReTa04,7,70.089,0.08977965873874183,0.04020999720033245,0.01556037498386101,0.003767288531648477,0.06920712306973822,0.01447977053814418,0.5386779524324508,0.10766308734368896,0.10773559048649016,0.15753592016183404,0.179039300288718,0.04685568710722688
18,ReTa04,8,80.101,0.08998383726510087,0.04124227444995955,0.012756874115729734,0.003892171511476686,0.06718201469965546,0.014503511226463326,0.5399030235906049,0.11297641020100845,0.107980604718121,0.17020656139825496,0.1821936456107879,0.04879458109901934
19,ReTa04,9,90.114,0.08994667707098053,0.04018135789639676,0.01441071642103111,0.0038827315964262573,0.06789432017700614,0.014502787762794195,0.539680062425883,0.1110472440747399,0.10793601248517659,0.16594810279870864,0.1801322114199227,0.048326159516153606
