index,sample,etchlevel,etchtime,Re_metal_frac,Re_metal_err,ReO2_frac,ReO2_err,ReO3_frac,ReO3_err,Re2O7_frac,Re2O7_err
0,ReTa03,0,0.0,0.7722239629624531,0.017224213509556614,0.18250616440076337,0.019668141284434105,0.04190693785494256,0.009623503545715027,0.0033629347818410014,0.004007138626957557
1,ReTa03,1,10.013,0.8559998021885182,0.019365301719912267,0.08351160898426477,0.04259584604094557,0.03481786799861477,0.03612984714678315,0.02567072082860218,0.0076010803862512
2,ReTa03,2,20.026,0.8522023223458831,0.02019491686741404,0.08399554327415557,0.046090219504720635,0.03619175834348059,0.039200390453494154,0.02761037603648077,0.007829408752492958
3,ReTa03,3,30.038,0.8560599656484781,0.019564143211481463,0.08359671576334517,0.0432435357684303,0.03588901749452652,0.03659115673128721,0.024454301093650162,0.007580989125173677
4,ReTa03,4,40.051,0.8535253847156382,0.019818004334134734,0.08409774166479467,0.0465080001663872,0.03592048196949586,0.039548479161998364,0.026456391650071198,0.007597853803435431
5,ReTa03,5,50.064,0.8560237559751632,0.019361382786775773,0.08352690249429592,0.043768087359795094,0.03536988511117601,0.037341760333182185,0.02507945641936488,0.007588975604721486
6,ReTa03,6,60.077,0.8728760006277466,0.018728443644134708,0.08520774803414335,0.019630424917375048,0.011015776899928623,0.006093055496797433,0.03090047443818133,0.007024558050749871
7,ReTa03,7,70.09,0.8546554335252186,0.01955723857412862,0.08336738066606945,0.04483140063699062,0.03557432120604707,0.03833031867159184,0.026402864602664895,0.00765978737629042
8,ReTa03,8,80.103,0.8727823033243345,0.018446850929329142,0.0855810993388489,0.019322083557214684,0.01139705877474953,0.006269902177188744,0.030239538562067046,0.006943404052760233
9,ReTa03,9,90.115,0.8573383246737692,0.019229215224016584,0.08256361864094021,0.044354088940224516,0.03559286868901018,0.03805381471037086,0.02450518799628032,0.0075861579258801074
10,ReTa04,0,0.0,0.7348618519312289,0.018252595178950507,0.20043971300356514,0.022477143660429477,0.057613313296006656,0.014041921939724561,0.0070851217691992605,0.005750779424708415
11,ReTa04,1,10.013,0.851740685739087,0.016697196683362104,0.07883588100946114,0.03710614027231097,0.03751228796042706,0.03358481209499799,0.031911145291024894,0.0076795217160383995
12,ReTa04,2,20.026,0.8484317455690771,0.01741929257756043,0.07955529908626889,0.040700079043632785,0.03731223798749621,0.036778988762439464,0.03470071735715777,0.007870711614259543
13,ReTa04,3,30.039,0.8474653727178685,0.01755713102200531,0.07947164370160342,0.0410514394123246,0.03762973967969854,0.037104537112744085,0.03543324390082958,0.007940065888945521
14,ReTa04,4,40.051,0.8472355899878491,0.017421563480759995,0.07985598045558652,0.04188087148899597,0.03750457996110971,0.03781377151505311,0.035403849595454596,0.007814676990985847
15,ReTa04,5,50.063,0.8475066683297993,0.017641863311526066,0.07915879949235112,0.04363363755772743,0.038022831937384496,0.03966874589531663,0.03531170024046519,0.007993423628393304
16,ReTa04,6,60.076,0.8484188465525243,0.017720754378706634,0.07895101697432183,0.04400024596092194,0.037657318710919284,0.039828987212429244,0.03497281776223457,0.007929700411402606
17,ReTa04,7,70.089,0.8454515444021546,0.018181732735464747,0.07877983227267907,0.04590881517830253,0.038681576160482706,0.04163984475505767,0.03708704716468363,0.008140280077841426
18,ReTa04,8,80.101,0.8481376602956848,0.017577243489545997,0.0794895058922799,0.04270815390909321,0.036258339619700444,0.03842083742856078,0.03611449419233482,0.007814389557753562
19,ReTa04,9,90.114,0.8532860260528488,0.016735761274909205,0.07866170979157518,0.037411784447408156,0.03707007696173887,0.033755015788932884,0.030982187193837222,0.007598899006465058
