index,sample,etchlevel,etchtime,species,expected_sigma_eV,fitted_sigma_eV,fitted_stderr,delta_eV
0,ReTa03,0.0,0.0,Re metal,0.12,0.2137675438948235,0.0029340512835381014,0.0937675438948235
0,ReTa03,0.0,0.0,ReO2 (Re4+),0.25,0.5999999999999992,6.32458756316331e-09,0.3499999999999992
0,ReTa03,0.0,0.0,ReO3 (Re6+),0.25,0.5654576625730258,0.05998618375947992,0.31545766257302577
0,ReTa03,0.0,0.0,Re2O7 (Re7+),0.3,0.999999999999999,1.0384802640345433e-08,0.6999999999999991
1,ReTa03,1.0,10.013,Re metal,0.12,0.21047685760682014,0.0033159013527678436,0.09047685760682014
1,ReTa03,1.0,10.013,ReO2 (Re4+),0.25,0.5999999999999999,3.7827505394668225e-09,0.34999999999999987
1,ReTa03,1.0,10.013,ReO3 (Re6+),0.25,0.6240315060017548,0.16992316513628966,0.37403150600175483
1,ReTa03,1.0,10.013,Re2O7 (Re7+),0.3,0.9999999999999997,5.228919498875176e-09,0.6999999999999997
2,ReTa03,2.0,20.026,Re metal,0.12,0.21119206005940663,0.0034460793703085723,0.09119206005940664
2,ReTa03,2.0,20.026,ReO2 (Re4+),0.25,0.5999999999999958,2.4165698447593427e-08,0.34999999999999576
2,ReTa03,2.0,20.026,ReO3 (Re6+),0.25,0.6257757777079257,0.1791919423369098,0.3757757777079257
2,ReTa03,2.0,20.026,Re2O7 (Re7+),0.3,0.999999999999992,2.7695529585485354e-08,0.699999999999992
3,ReTa03,3.0,30.038,Re metal,0.12,0.21097604643512113,0.0033076500996032147,0.09097604643512114
3,ReTa03,3.0,30.038,ReO2 (Re4+),0.25,0.6,2.444672533612104e-10,0.35
3,ReTa03,3.0,30.038,ReO3 (Re6+),0.25,0.629728502293659,0.17090406234338043,0.37972850229365895
3,ReTa03,3.0,30.038,Re2O7 (Re7+),0.3,0.9999999999999996,6.577941308363477e-09,0.6999999999999995
4,ReTa03,4.0,40.051,Re metal,0.12,0.2112844094440763,0.0033878821925539273,0.09128440944407631
