index,sample,etchlevel,etchtime,reference_profile,species,expected_amp,fitted_amp,stderr,delta
0,ReTa03,0.0,0.0,Control-derived reference,Ta metal,0.2,0.28895491864980627,0.0,0.08895491864980626
0,ReTa03,0.0,0.0,Control-derived reference,Ta interface,0.05,0.105320749263681,0.0,0.055320749263680996
0,ReTa03,0.0,0.0,Control-derived reference,Ta alloy,0.05,4.0925332281159206e-15,0.0,-0.04999999999999591
0,ReTa03,0.0,0.0,Control-derived reference,Ta+1,0.05,0.1138355712059927,0.0,0.0638355712059927
0,ReTa03,0.0,0.0,Control-derived reference,Ta+3,0.1,0.03436133698737286,0.0,-0.06563866301262714
0,ReTa03,0.0,0.0,Control-derived reference,Ta+5 (Ta2O5),0.55,0.45752742389314305,0.0,-0.092472576106857
1,ReTa03,1.0,10.013,Control-derived reference,Ta metal,0.2,0.3400593589727577,0.019632177060860574,0.14005935897275767
1,ReTa03,1.0,10.013,Control-derived reference,Ta interface,0.05,0.10159493509899124,1.6663904487093323e-08,0.05159493509899124
1,ReTa03,1.0,10.013,Control-derived reference,Ta alloy,0.05,0.06223905954135715,0.009197626272371223,0.01223905954135715
1,ReTa03,1.0,10.013,Control-derived reference,Ta+1,0.05,0.31487218851397747,0.017512601383493337,0.2648721885139775
1,ReTa03,1.0,10.013,Control-derived reference,Ta+3,0.1,0.1462817645098176,0.007322041012029732,0.04628176450981761
1,ReTa03,1.0,10.013,Control-derived reference,Ta+5 (Ta2O5),0.55,0.03495269336309879,0.0030984896951060203,-0.5150473066369012
2,ReTa03,2.0,20.026,Control-derived reference,Ta metal,0.2,0.3510303831173965,0.016861923699606235,0.15103038311739647
2,ReTa03,2.0,20.026,Control-derived reference,Ta interface,0.05,0.10183051297912138,2.209330296553817e-08,0.051830512979121376
2,ReTa03,2.0,20.026,Control-derived reference,Ta alloy,0.05,0.05112964525981322,0.004684578516254103,0.0011296452598132181
2,ReTa03,2.0,20.026,Control-derived reference,Ta+1,0.05,0.35509715460663693,0.015163563599287418,0.30509715460663694
2,ReTa03,2.0,20.026,Control-derived reference,Ta+3,0.1,0.11320371388127022,0.004328965293374492,0.013203713881270215
2,ReTa03,2.0,20.026,Control-derived reference,Ta+5 (Ta2O5),0.55,0.027708590155761752,0.002686161918363322,-0.5222914098442383
3,ReTa03,3.0,30.038,Control-derived reference,Ta metal,0.2,0.6488266095886961,0.0,0.4488266095886961
3,ReTa03,3.0,30.038,Control-derived reference,Ta interface,0.05,0.09012533716089573,0.0,0.040125337160895724
3,ReTa03,3.0,30.038,Control-derived reference,Ta alloy,0.05,0.1113694848585716,0.0,0.06136948485857159
3,ReTa03,3.0,30.038,Control-derived reference,Ta+1,0.05,4.819876260654046e-05,0.0,-0.04995180123739346
3,ReTa03,3.0,30.038,Control-derived reference,Ta+3,0.1,0.14941365187314185,0.0,0.04941365187314184
3,ReTa03,3.0,30.038,Control-derived reference,Ta+5 (Ta2O5),0.55,0.00021671775608809435,0.0,-0.5497832822439119
4,ReTa03,4.0,40.051,Control-derived reference,Ta metal,0.2,0.6611057374718043,0.0,0.46110573747180433
4,ReTa03,4.0,40.051,Control-derived reference,Ta interface,0.05,0.09104635118161378,0.0,0.041046351181613774
4,ReTa03,4.0,40.051,Control-derived reference,Ta alloy,0.05,0.10931602936022902,0.0,0.05931602936022902
4,ReTa03,4.0,40.051,Control-derived reference,Ta+1,0.05,0.07978569935087894,0.0,0.029785699350878936
4,ReTa03,4.0,40.051,Control-derived reference,Ta+3,0.1,0.002133702261706793,0.0,-0.09786629773829321
4,ReTa03,4.0,40.051,Control-derived reference,Ta+5 (Ta2O5),0.55,0.05661248037376708,0.0,-0.49338751962623295
5,ReTa03,5.0,50.064,Control-derived reference,Ta metal,0.2,0.3898899316467653,0.01650764445382361,0.18988993164676526
5,ReTa03,5.0,50.064,Control-derived reference,Ta interface,0.05,0.09789026208100002,0.011223715701577654,0.047890262081000015
5,ReTa03,5.0,50.064,Control-derived reference,Ta alloy,0.05,0.045739473352251904,0.003305657029303675,-0.004260526647748099
5,ReTa03,5.0,50.064,Control-derived reference,Ta+1,0.05,0.34274090019551307,0.014791397193681739,0.2927409001955131
5,ReTa03,5.0,50.064,Control-derived reference,Ta+3,0.1,0.10508172928978234,0.0062832866216645895,0.00508172928978233
5,ReTa03,5.0,50.064,Control-derived reference,Ta+5 (Ta2O5),0.55,0.018657703434687416,0.0018505445967577072,-0.5313422965653126
6,ReTa03,6.0,60.077,Control-derived reference,Ta metal,0.2,0.3961861308192253,0.020901125140720327,0.1961861308192253
6,ReTa03,6.0,60.077,Control-derived reference,Ta interface,0.05,0.10152739577713635,2.182138779636935e-09,0.051527395777136345
6,ReTa03,6.0,60.077,Control-derived reference,Ta alloy,0.05,0.04771569140075152,0.003537925115610806,-0.002284308599248483
6,ReTa03,6.0,60.077,Control-derived reference,Ta+1,0.05,0.32757930252112627,0.01929766361101552,0.2775793025211263
6,ReTa03,6.0,60.077,Control-derived reference,Ta+3,0.1,0.12032277367931976,0.004109905369910994,0.020322773679319756
6,ReTa03,6.0,60.077,Control-derived reference,Ta+5 (Ta2O5),0.55,0.006668705802440691,0.001649781853391789,-0.5433312941975593
7,ReTa03,7.0,70.09,Control-derived reference,Ta metal,0.2,0.38682046989934626,0.02053656303185145,0.18682046989934625
7,ReTa03,7.0,70.09,Control-derived reference,Ta interface,0.05,0.10177069768953545,4.1348334098703176e-10,0.05177069768953545
7,ReTa03,7.0,70.09,Control-derived reference,Ta alloy,0.05,0.04996963247372801,0.0035089807385076817,-3.0367526271994627e-05
7,ReTa03,7.0,70.09,Control-derived reference,Ta+1,0.05,0.3365484310659356,0.018780813420269122,0.28654843106593564
7,ReTa03,7.0,70.09,Control-derived reference,Ta+3,0.1,0.11878325086969732,0.0038134749125318646,0.018783250869697315
7,ReTa03,7.0,70.09,Control-derived reference,Ta+5 (Ta2O5),0.55,0.006107518001757274,0.0015358033836096441,-0.5438924819982428
8,ReTa03,8.0,80.103,Control-derived reference,Ta metal,0.2,0.4194186489686357,0.022227881808438786,0.21941864896863567
8,ReTa03,8.0,80.103,Control-derived reference,Ta interface,0.05,0.016954425450521733,1.2187126314664968e-08,-0.03304557454947827
8,ReTa03,8.0,80.103,Control-derived reference,Ta alloy,0.05,0.044681196247831324,0.0035053508529333016,-0.0053188037521686785
8,ReTa03,8.0,80.103,Control-derived reference,Ta+1,0.05,0.3480001492747395,0.019816396063568463,0.2980001492747395
8,ReTa03,8.0,80.103,Control-derived reference,Ta+3,0.1,0.16042708349413598,0.004333530823699729,0.060427083494135975
8,ReTa03,8.0,80.103,Control-derived reference,Ta+5 (Ta2O5),0.55,0.010518496564135841,0.0017871976545257063,-0.5394815034358642
