index,sample,etchlevel,etchtime,metal_frac,metal_err,Ta5_frac,Ta5_err,Ta3_frac,Ta3_err,Ta1_frac,Ta1_err,interface_frac,interface_err,alloy_frac,alloy_err
0,ReTa03,0.0,0.0,0.28895491864980627,0.0,0.45752742389314305,0.0,0.03436133698737286,0.0,0.1138355712059927,0.0,0.105320749263681,0.0,4.0925332281159206e-15,0.0
1,ReTa03,1.0,10.013,0.3400593589727577,0.019635617762534485,0.03495269336309879,0.0029821787402938282,0.1462817645098176,0.00719620172080832,0.31487218851397747,0.01758240498654881,0.10159493509899124,0.000781691979306929,0.06223905954135715,0.009058980843558549
2,ReTa03,2.0,20.026,0.3510303831173965,0.01665897314691091,0.027708590155761752,0.0026339593496102873,0.11320371388127022,0.004114811287109407,0.35509715460663693,0.015377474710163484,0.10183051297912138,0.0005945802493252657,0.05112964525981322,0.0046264490965362845
3,ReTa03,3.0,30.038,0.6488266095886961,0.0,0.00021671775608809435,0.0,0.14941365187314185,0.0,4.819876260654046e-05,0.0,0.09012533716089573,0.0,0.1113694848585716,0.0
4,ReTa03,4.0,40.051,0.6611057374718043,0.0,0.05661248037376708,0.0,0.002133702261706793,0.0,0.07978569935087894,0.0,0.09104635118161378,0.0,0.10931602936022902,0.0
5,ReTa03,5.0,50.064,0.3898899316467653,0.0162336588903761,0.018657703434687416,0.0018737627119843401,0.10508172928978234,0.006331802440901568,0.34274090019551307,0.015192385817580891,0.09789026208100002,0.011078684100321996,0.045739473352251904,0.003179687772316853
6,ReTa03,6.0,60.077,0.3961861308192253,0.02052794936223541,0.006668705802440691,0.0016436909701618757,0.12032277367931976,0.0036917466609555846,0.32757930252112627,0.01956242265630316,0.10152739577713635,0.0007084942278069421,0.04771569140075152,0.0034289915531763326
7,ReTa03,7.0,70.09,0.38682046989934626,0.02015597834552365,0.006107518001757274,0.001529741258242676,0.11878325086969732,0.0034244354560856167,0.3365484310659356,0.0190684268774668,0.10177069768953545,0.0006876684213275109,0.04996963247372801,0.0033941381737701438
8,ReTa03,8.0,80.103,0.4194186489686357,0.021735010880943394,0.010518496564135841,0.0017755590607939921,0.16042708349413598,0.0038224711247979437,0.3480001492747395,0.020188143126516858,0.016954425450521733,0.00012401429332601645,0.044681196247831324,0.003404750063564121
9,ReTa03,9.0,90.115,0.2950457090508728,0.018698222063309167,0.037495043352271565,0.0034936814759409162,0.14471500057570869,0.0039672103477287534,0.3895222479759242,0.01762149522901417,0.10252283826736985,0.0005568846266441874,0.03069916077785281,0.005550464863830003
10,ReTa03,,,0.26696469649015037,0.015364746221427718,0.46286756835430126,0.0022001455194726577,0.0009965273715296155,0.009107373501309555,0.13719746734201554,0.01729751618705837,0.10545296123773265,0.0004310669263621901,0.026520779204270623,0.006150337798577633
11,ReTa04,0.0,0.0,0.18881854300006265,0.012724828613718719,0.49001817569830797,0.002194129374809274,0.042321778817874925,0.0038131389207250025,0.15165080488912286,0.016046247423954,0.10634518603950933,0.0003870122567841505,0.020845511555122223,0.0030065038282433188
12,ReTa04,1.0,10.013,0.3155275601319397,0.016803863011486425,0.0350865250729467,0.002227055240785348,0.13903982713901583,0.0033104983121256767,0.4422315352837295,0.015207505574983606,0.017094428251733046,9.507393886122901e-05,0.051020124120635155,0.00586045199293306
13,ReTa04,2.0,20.026,0.37462341454968334,0.023045247526267465,0.012618144653328528,0.0020211368562625997,0.15678127553668203,0.004100709020315347,0.39082473106826815,0.021501177223036346,0.017047308362936504,0.00014299698493566788,0.04810512582910143,0.0039013555590112366
14,ReTa04,3.0,30.039,0.3178953620335826,0.017529348030444356,0.026418246171739088,0.0024695104006708067,0.09711153854459965,0.00402977271869589,0.39718185567230474,0.016001484338882262,0.10242069508975254,0.0006244695005754494,0.0589723024880215,0.005002917495040799
15,ReTa04,4.0,40.051,0.3295847760879764,0.018295822319856984,0.03577286353539332,0.0024097531400686534,0.1367194124901671,0.003569395329798052,0.4340503569098986,0.016818362967878114,0.01711425950867654,0.00010152700938199323,0.04675833146788792,0.006018247403959873
16,ReTa04,5.0,50.063,0.3299468027631421,0.018042239771093073,0.022217366680097935,0.0019312396648938639,0.09664030192167723,0.003190119310308661,0.4018269939820872,0.01722428051928445,0.10429907059632278,0.000586725723076751,0.04506946405667271,0.0033157174303371627
17,ReTa04,6.0,60.076,0.37495259298427197,0.02316136594180378,0.011075461094164714,0.0020326867406489763,0.15592854575290627,0.004034434104670503,0.3955657651583363,0.021715675701782178,0.01704585455612115,0.00014131233445297954,0.04543178045419953,0.0038491695706364577
18,ReTa04,7.0,70.089,0.3222521918091046,0.017982684097028294,0.02802264571256166,0.0024507875067108355,0.09654161174524925,0.00328642023691079,0.39238434098315095,0.01645479266662012,0.10245115501423477,0.0006292451139454102,0.05834805473569883,0.004171336834073613
19,ReTa04,8.0,80.101,0.26095206149622097,0.01694496051737804,0.035086053624411244,0.0021921744340077883,0.13732536618892424,0.0030965375273420367,0.42272857814326514,0.016090177981252653,0.10289717517366914,0.0005431592900726142,0.041010765373509325,0.004666054319327412
20,ReTa04,9.0,90.114,0.28958763253685293,0.0,0.04622277088110343,0.0,0.13570719073178744,0.0,0.42499634747969406,0.0,0.10348605837056166,0.0,5.744630236535074e-16,0.0
21,ReTa04,,,0.16317581196744754,0.01566881037694942,0.49379733101644,0.002338485341030425,0.04752871810090403,0.0037426232503691217,0.17277809171258118,0.016493853622089914,0.10637690734382863,0.00039359156879509766,0.01634313985879862,0.003086140884060218
