index,sample,etchlevel,etchtime,reference_profile,species,expected_amp,fitted_amp,stderr,delta
0,ReTa03,0.0,0.0,Control-derived reference,Re metal,0.5,0.7241958023254277,0.008711426963326082,0.22419580232542768
0,ReTa03,0.0,0.0,Control-derived reference,ReO2 (Re4+),0.25,0.18573538330722525,0.007620774870568066,-0.06426461669277475
0,ReTa03,0.0,0.0,Control-derived reference,ReO3 (Re6+),0.15,0.05523831642646835,0.008806906294109965,-0.09476168357353165
0,ReTa03,0.0,0.0,Control-derived reference,Re2O7 (Re7+),0.1,0.03483049794087875,0.004720426686073771,-0.06516950205912125
1,ReTa03,1.0,10.013,Control-derived reference,Re metal,0.5,0.8274026069573727,0.01201393092291698,0.32740260695737267
1,ReTa03,1.0,10.013,Control-derived reference,ReO2 (Re4+),0.25,0.08995564425862118,0.011220732405991618,-0.16004435574137882
1,ReTa03,1.0,10.013,Control-derived reference,ReO3 (Re6+),0.15,0.03436229302628645,0.011602105808470271,-0.11563770697371355
1,ReTa03,1.0,10.013,Control-derived reference,Re2O7 (Re7+),0.1,0.048279455757719726,0.005759286853729626,-0.05172054424228028
2,ReTa03,2.0,20.026,Control-derived reference,Re metal,0.5,0.8242308652516308,0.012441906512256221,0.3242308652516308
2,ReTa03,2.0,20.026,Control-derived reference,ReO2 (Re4+),0.25,0.0905071671029287,0.011895589240923252,-0.15949283289707128
2,ReTa03,2.0,20.026,Control-derived reference,ReO3 (Re6+),0.15,0.03517215023649823,0.01222887852387993,-0.11482784976350177
2,ReTa03,2.0,20.026,Control-derived reference,Re2O7 (Re7+),0.1,0.050089817408942264,0.00595062937955326,-0.04991018259105774
3,ReTa03,3.0,30.038,Control-derived reference,Re metal,0.5,0.8262234282168097,0.011986692557335364,0.3262234282168097
3,ReTa03,3.0,30.038,Control-derived reference,ReO2 (Re4+),0.25,0.09012152660041763,0.011444020917129531,-0.1598784733995824
3,ReTa03,3.0,30.038,Control-derived reference,ReO3 (Re6+),0.15,0.03561547256997439,0.011773038870837041,-0.11438452743002561
3,ReTa03,3.0,30.038,Control-derived reference,Re2O7 (Re7+),0.1,0.04803957261279832,0.005752643707101576,-0.051960427387201684
4,ReTa03,4.0,40.051,Control-derived reference,Re metal,0.5,0.8243925683428263,0.012213837611538556,0.32439256834282626
