element,x0,x0_err,k,k_err,tau,tau_err,redchi
Ta,1.393128949967819,0.999999624662695,0.18923060027407565,1.3369178349060218,0.013174435781611742,0.4706284532339251,0.006400136624927553
Re,0.3424738332562897,0.9999999979320553,0.09911617562730443,1.279542143686943,0.0010000000000021621,0.09765863943101734,0.022285541496882708
