week,boe_mean,boe_sem,control_mean,control_sem,difference,difference_sem
0,0.3414098044154834,0.0,0.5324253547811466,0.0,-0.1910155503656632,0.0
1,0.9909449975681048,0.0,0.5479257202507689,0.0,0.4430192773173359,0.0
2,1.2152468343314842,0.0,0.5733322796378654,0.0,0.6419145546936188,0.0
3,1.0540785447813965,0.0,0.5849130641283795,0.0,0.469165480653017,0.0
