index,sample,etchlevel,etchtime,species,expected_sigma_eV,fitted_sigma_eV,fitted_stderr,delta_eV
0,BOE_WK0,,,Ta metal,0.1,0.2,6.970314466740789e-11,0.1
0,BOE_WK0,,,Ta interface,0.1,0.2,6.970314473232393e-11,0.1
0,BOE_WK0,,,Ta alloy,0.1,0.2,6.970314473232393e-11,0.1
0,BOE_WK0,,,Ta+1,0.2,0.627218356129686,0.010038512769759015,0.427218356129686
0,BOE_WK0,,,Ta+3,0.2,0.627218356129686,0.010038512769759015,0.427218356129686
0,BOE_WK0,,,Ta+5 (Ta2O5),0.2,0.627218356129686,0.010038512795947798,0.427218356129686
1,BOE_WK1,,,Ta metal,0.1,0.19999999999999996,0.0,0.09999999999999995
1,BOE_WK1,,,Ta interface,0.1,0.19999999999999996,0.0,0.09999999999999995
1,BOE_WK1,,,Ta alloy,0.1,0.19999999999999996,0.0,0.09999999999999995
1,BOE_WK1,,,Ta+1,0.2,0.5753312016613549,0.0,0.37533120166135486
1,BOE_WK1,,,Ta+3,0.2,0.5753312016613549,0.0,0.37533120166135486
1,BOE_WK1,,,Ta+5 (Ta2O5),0.2,0.5753312016613549,0.0,0.37533120166135486
2,BOE_WK2,,,Ta metal,0.1,0.19999999999999085,5.376307036821453e-09,0.09999999999999085
2,BOE_WK2,,,Ta interface,0.1,0.19999999999999085,5.376307041828778e-09,0.09999999999999085
2,BOE_WK2,,,Ta alloy,0.1,0.19999999999999085,5.376307041828778e-09,0.09999999999999085
2,BOE_WK2,,,Ta+1,0.2,0.5752013466298379,0.004266673007081301,0.3752013466298379
2,BOE_WK2,,,Ta+3,0.2,0.5752013466298379,0.004266673007081301,0.3752013466298379
2,BOE_WK2,,,Ta+5 (Ta2O5),0.2,0.5752013466298379,0.004266673000847123,0.3752013466298379
3,BOE_WK3,,,Ta metal,0.1,0.19999999999999996,0.0,0.09999999999999995
3,BOE_WK3,,,Ta interface,0.1,0.19999999999999996,0.0,0.09999999999999995
3,BOE_WK3,,,Ta alloy,0.1,0.19999999999999996,0.0,0.09999999999999995
3,BOE_WK3,,,Ta+1,0.2,0.576761936315517,0.0,0.37676193631551697
3,BOE_WK3,,,Ta+3,0.2,0.576761936315517,0.0,0.37676193631551697
3,BOE_WK3,,,Ta+5 (Ta2O5),0.2,0.576761936315517,0.0,0.37676193631551697
4,Control_WK0,,,Ta metal,0.1,0.2,3.6306891981246887e-10,0.1
4,Control_WK0,,,Ta interface,0.1,0.2,3.630689201506033e-10,0.1
4,Control_WK0,,,Ta alloy,0.1,0.2,3.630689201506033e-10,0.1
4,Control_WK0,,,Ta+1,0.2,0.5510689647471052,0.0027002993228742236,0.3510689647471052
4,Control_WK0,,,Ta+3,0.2,0.5510689647471052,0.0027002993228742236,0.3510689647471052
4,Control_WK0,,,Ta+5 (Ta2O5),0.2,0.5510689647471052,0.00270029931994143,0.3510689647471052
5,Control_WK1,,,Ta metal,0.1,0.1999999999999953,8.775230499929546e-09,0.09999999999999529
5,Control_WK1,,,Ta interface,0.1,0.1999999999999953,8.775230508102318e-09,0.09999999999999529
5,Control_WK1,,,Ta alloy,0.1,0.1999999999999953,8.775230508102318e-09,0.09999999999999529
5,Control_WK1,,,Ta+1,0.2,0.5457422750702503,0.003269818505994767,0.3457422750702503
5,Control_WK1,,,Ta+3,0.2,0.5457422750702503,0.003269818505994767,0.3457422750702503
5,Control_WK1,,,Ta+5 (Ta2O5),0.2,0.5457422750702503,0.0032698185164173645,0.3457422750702503
6,Control_WK2,,,Ta metal,0.1,0.19999999999999882,3.746047379066329e-09,0.09999999999999881
6,Control_WK2,,,Ta interface,0.1,0.19999999999999882,3.746047382555129e-09,0.09999999999999881
6,Control_WK2,,,Ta alloy,0.1,0.19999999999999882,3.746047382555129e-09,0.09999999999999881
6,Control_WK2,,,Ta+1,0.2,0.5415301975519914,0.003202604161283525,0.3415301975519914
6,Control_WK2,,,Ta+3,0.2,0.5415301975519914,0.003202604161283525,0.3415301975519914
6,Control_WK2,,,Ta+5 (Ta2O5),0.2,0.5415301975519914,0.0032026041506564686,0.3415301975519914
7,Control_WK3,,,Ta metal,0.1,0.1999999999999833,1.5282768404825356e-08,0.0999999999999833
7,Control_WK3,,,Ta interface,0.1,0.1999999999999833,1.5282768419059824e-08,0.0999999999999833
7,Control_WK3,,,Ta alloy,0.1,0.1999999999999833,1.5282768419059824e-08,0.0999999999999833
7,Control_WK3,,,Ta+1,0.2,0.5456430302654429,0.0032382679946480366,0.3456430302654429
7,Control_WK3,,,Ta+3,0.2,0.5456430302654429,0.0032382679946480366,0.3456430302654429
7,Control_WK3,,,Ta+5 (Ta2O5),0.2,0.5456430302654429,0.0032382679867447315,0.3456430302654429
