index,sample,etchlevel,etchtime,oxide_thickness_nm,thickness_err_nm
0,BOE_WK0,,,1.3931982555895088,0.04495655148902384
1,BOE_WK1,,,2.190617207750298,0.0
2,BOE_WK2,,,2.409431487603538,0.05330329061077251
3,BOE_WK3,,,2.380681492558941,0.0
4,Control_WK0,,,3.399511172586887,0.037328357545500866
5,Control_WK1,,,3.371576087132057,0.19824823536142125
6,Control_WK2,,,3.339188445022082,0.18636899539265836
7,Control_WK3,,,3.422567452126584,0.2164488262084822
