index,sample,etchlevel,etchtime,oxide_thickness_nm,thickness_err_nm,group,week,baseline_value,delta_from_wk0
0,BOE_WK0,,,1.4229260208191001,0.0,BOE,0,1.4229260208191001,0.0
1,BOE_WK1,,,2.1915108804879844,0.0,BOE,1,1.4229260208191001,0.7685848596688842
2,BOE_WK2,,,2.409454359925384,0.20241607654648489,BOE,2,1.4229260208191001,0.9865283391062838
3,BOE_WK3,,,2.3646641854580417,0.2792962430103606,BOE,3,1.4229260208191001,0.9417381646389416
4,Control_WK0,,,3.3995118624622926,0.3037391939993849,Control,0,3.3995118624622926,0.0
5,Control_WK1,,,3.371600090475547,0.28867376460894595,Control,1,3.3995118624622926,-0.02791177198674566
6,Control_WK2,,,3.3391809864101747,0.2742759908052634,Control,2,3.3995118624622926,-0.060330876052117954
7,Control_WK3,,,3.422576051501442,0.29570980590395446,Control,3,3.3995118624622926,0.02306418903914942
