week,boe_mean,boe_sem,control_mean,control_sem,difference,difference_sem
0,1.4229260208191001,0.0,3.3995118624622926,0.0,-1.9765858416431925,0.0
1,2.1915108804879844,0.0,3.371600090475547,0.0,-1.1800892099875626,0.0
2,2.409454359925384,0.0,3.3391809864101747,0.0,-0.9297266264847908,0.0
3,2.3646641854580417,0.0,3.422576051501442,0.0,-1.0579118660434004,0.0
