group,week,mean,std,count,sem
BOE,0,0.6146477833994652,,1,0.0
BOE,1,1.2976617748919508,,1,0.0
BOE,2,1.5097631777766687,,1,0.0
BOE,3,1.3640677354845276,,1,0.0
Control,0,0.7363005036087356,,1,0.0
Control,1,0.7091245474950462,,1,0.0
Control,2,0.7219900554967325,,1,0.0
Control,3,0.7345826827121111,,1,0.0
