index,sample,etchlevel,etchtime,sample_type,species,expected_amp,fitted_amp,stderr,delta
0,BOE_WK0,,,BOE samples,Re metal,0.65,0.825943879027272,0.12985612147236214,0.17594387902727193
0,BOE_WK0,,,BOE samples,ReO2 (Re4+),0.15,0.05999959782701724,0.017848854146641818,-0.09000040217298275
0,BOE_WK0,,,BOE samples,ReO3 (Re6+),0.1,0.11074457997561907,0.014302613112003131,0.010744579975619062
0,BOE_WK0,,,BOE samples,Re2O7 (Re7+),0.05,0.003311943170091813,0.001382206254838474,-0.04668805682990819
1,BOE_WK1,,,BOE samples,Re metal,0.65,0.6650008129749068,0.1152250479135329,0.015000812974906741
1,BOE_WK1,,,BOE samples,ReO2 (Re4+),0.15,0.13532194316671217,0.05771561648771172,-0.014678056833287823
1,BOE_WK1,,,BOE samples,ReO3 (Re6+),0.1,0.0940100711010473,0.034922257620308386,-0.005989928898952709
1,BOE_WK1,,,BOE samples,Re2O7 (Re7+),0.05,0.10566717275733371,0.002253382906924818,0.05566717275733371
2,BOE_WK2,,,BOE samples,Re metal,0.65,0.621227953711467,0.13434461379422888,-0.028772046288533026
2,BOE_WK2,,,BOE samples,ReO2 (Re4+),0.15,0.1270714848513887,0.05794775747523211,-0.0229285151486113
2,BOE_WK2,,,BOE samples,ReO3 (Re6+),0.1,0.09516255443965586,0.037401504903770665,-0.004837445560344142
2,BOE_WK2,,,BOE samples,Re2O7 (Re7+),0.05,0.15653800699748838,0.002580460354120029,0.10653800699748837
3,BOE_WK3,,,BOE samples,Re metal,0.65,0.6509984711118938,0.13654993532849538,0.0009984711118937728
3,BOE_WK3,,,BOE samples,ReO2 (Re4+),0.15,0.1289515275517026,0.07307402726314818,-0.021048472448297384
3,BOE_WK3,,,BOE samples,ReO3 (Re6+),0.1,0.09189021904780498,0.04756201377623235,-0.008109780952195028
3,BOE_WK3,,,BOE samples,Re2O7 (Re7+),0.05,0.12815978228859864,0.002503495391056774,0.07815978228859864
4,Control_WK0,,,Control samples,Re metal,0.46,0.7949086976042417,0.145251872404759,0.33490869760424163
4,Control_WK0,,,Control samples,ReO2 (Re4+),0.25,0.06749696746972939,0.02770607978578422,-0.18250303253027061
4,Control_WK0,,,Control samples,ReO3 (Re6+),0.15,0.0920062370358951,0.015730887489976624,-0.0579937629641049
4,Control_WK0,,,Control samples,Re2O7 (Re7+),0.1,0.04558809789013393,0.0020914802487127385,-0.05441190210986607
5,Control_WK1,,,Control samples,Re metal,0.46,0.8017485852984527,0.16020031027104528,0.3417485852984527
5,Control_WK1,,,Control samples,ReO2 (Re4+),0.25,0.05497480162413642,0.019990666934978123,-0.19502519837586357
5,Control_WK1,,,Control samples,ReO3 (Re6+),0.15,0.09424331460887467,0.013987512470626753,-0.05575668539112533
5,Control_WK1,,,Control samples,Re2O7 (Re7+),0.1,0.049033298468536136,0.0023248406498339517,-0.05096670153146387
6,Control_WK2,,,Control samples,Re metal,0.46,0.7985038589733371,0.16188157783096002,0.33850385897333707
6,Control_WK2,,,Control samples,ReO2 (Re4+),0.25,0.053101611788005064,0.019363827323836843,-0.19689838821199493
6,Control_WK2,,,Control samples,ReO3 (Re6+),0.15,0.09637441827242772,0.013531441290903563,-0.05362558172757227
6,Control_WK2,,,Control samples,Re2O7 (Re7+),0.1,0.05202011096623007,0.002399295296776507,-0.047979889033769936
7,Control_WK3,,,Control samples,Re metal,0.46,0.7953394830687588,0.15613264963617532,0.33533948306875877
7,Control_WK3,,,Control samples,ReO2 (Re4+),0.25,0.05535298335076962,0.019546814578555387,-0.19464701664923037
7,Control_WK3,,,Control samples,ReO3 (Re6+),0.15,0.09433009819275491,0.013104857237588615,-0.055669901807245084
7,Control_WK3,,,Control samples,Re2O7 (Re7+),0.1,0.054977435387716676,0.002284893832183812,-0.04502256461228333
