index,sample,etchlevel,etchtime,reference_profile,species,expected_amp,fitted_amp,stderr,delta
14,ReTa04,4,40.051,Control-derived reference,Re2O7 (Re7+),0.1,0.05756185634680488,0.007740314336906934,-0.04243814365319513
15,ReTa04,5,50.063,Control-derived reference,Re metal,0.5,0.8202313921889879,0.025960965480455837,0.3202313921889879
15,ReTa04,5,50.063,Control-derived reference,ReO2 (Re4+),0.25,0.08585452120096282,0.08681097577998648,-0.16414547879903718
15,ReTa04,5,50.063,Control-derived reference,ReO3 (Re6+),0.15,0.03682243985625438,0.07538062758532796,-0.11317756014374561
15,ReTa04,5,50.063,Control-derived reference,Re2O7 (Re7+),0.1,0.05709164675379489,0.007841891565607923,-0.042908353246205115
16,ReTa04,6,60.076,Control-derived reference,Re metal,0.5,0.8208250485143398,0.026351668741514442,0.3208250485143398
16,ReTa04,6,60.076,Control-derived reference,ReO2 (Re4+),0.25,0.08573841955921493,0.08824555609276334,-0.16426158044078507
16,ReTa04,6,60.076,Control-derived reference,ReO3 (Re6+),0.15,0.03658048433873281,0.0763410690572274,-0.11341951566126718
16,ReTa04,6,60.076,Control-derived reference,Re2O7 (Re7+),0.1,0.05685604758771252,0.0078026522512102976,-0.04314395241228749
17,ReTa04,7,70.089,Control-derived reference,Re metal,0.5,0.8189225180230828,0.02693931363074304,0.3189225180230828
17,ReTa04,7,70.089,Control-derived reference,ReO2 (Re4+),0.25,0.08533156730014758,0.09202724443787007,-0.16466843269985243
17,ReTa04,7,70.089,Control-derived reference,ReO3 (Re6+),0.15,0.037274881473248186,0.07997243109448038,-0.11272511852675181
17,ReTa04,7,70.089,Control-derived reference,Re2O7 (Re7+),0.1,0.05847103320352136,0.008020363384928187,-0.04152896679647865
18,ReTa04,8,80.101,Control-derived reference,Re metal,0.5,0.8200149586002661,0.02652494326900853,0.3200149586002661
18,ReTa04,8,80.101,Control-derived reference,ReO2 (Re4+),0.25,0.08664164643887291,0.08576647476075429,-0.1633583535611271
18,ReTa04,8,80.101,Control-derived reference,ReO3 (Re6+),0.15,0.03520395689826815,0.07337575667409242,-0.11479604310173185
18,ReTa04,8,80.101,Control-derived reference,Re2O7 (Re7+),0.1,0.05813943806259293,0.0077098304016618635,-0.04186056193740707
19,ReTa04,9,90.114,Control-derived reference,Re metal,0.5,0.8233919046925772,0.024586082836832775,0.32339190469257717
19,ReTa04,9,90.114,Control-derived reference,ReO2 (Re4+),0.25,0.0856336042187047,0.07467532570532939,-0.1643663957812953
19,ReTa04,9,90.114,Control-derived reference,ReO3 (Re6+),0.15,0.03690973519916949,0.06409333289293351,-0.11309026480083051
19,ReTa04,9,90.114,Control-derived reference,Re2O7 (Re7+),0.1,0.05406475588954871,0.007531233169299141,-0.045935244110451294
