week,boe_mean,boe_sem,control_mean,control_sem,difference,difference_sem
0,1.3978405555470337,0.0,3.3995113044656824,0.0,-2.0016707489186487,0.0
1,2.1906187438913665,0.0,3.37158139676479,0.0,-1.1809626528734234,0.0
2,2.4094316978678645,0.0,3.339192458777389,0.0,-0.9297607609095246,0.0
3,2.3806833395307345,0.0,3.422566558912497,0.0,-1.0418832193817624,0.0
