week,boe_mean,boe_sem,control_mean,control_sem,difference,difference_sem
0,0.6146475364142006,0.0,0.7362918564098823,0.0,-0.1216443199956817,0.0
1,1.2976694175938548,0.0,0.709123871765475,0.0,0.5885455458283798,0.0
2,1.5097596144283894,0.0,0.7219897309602404,0.0,0.7877698834681489,0.0
3,1.3640608190870531,0.0,0.7345786246647682,0.0,0.6294821944222849,0.0
