group,week,mean,std,count,sem
BOE,0,0.6146475364142006,,1,0.0
BOE,1,1.2976694175938548,,1,0.0
BOE,2,1.5097596144283894,,1,0.0
BOE,3,1.3640608190870531,,1,0.0
Control,0,0.7362918564098823,,1,0.0
Control,1,0.709123871765475,,1,0.0
Control,2,0.7219897309602404,,1,0.0
Control,3,0.7345786246647682,,1,0.0
