index,sample,etchlevel,etchtime,oxide_thickness_nm,thickness_err_nm,group,week,baseline_value,delta_from_wk0
0,BOE_WK0,,,0.6146475364142006,0.02506191582228622,BOE,0,0.6146475364142006,0.0
1,BOE_WK1,,,1.2976694175938548,0.023251759779129993,BOE,1,0.6146475364142006,0.6830218811796542
2,BOE_WK2,,,1.5097596144283894,0.027449047529139466,BOE,2,0.6146475364142006,0.8951120780141888
3,BOE_WK3,,,1.3640608190870531,0.027857306521864706,BOE,3,0.6146475364142006,0.7494132826728526
4,Control_WK0,,,0.7362918564098823,0.03602307520180496,Control,0,0.7362918564098823,0.0
5,Control_WK1,,,0.709123871765475,0.02816546363065194,Control,1,0.7362918564098823,-0.027167984644407284
6,Control_WK2,,,0.7219897309602404,0.02751788684482556,Control,2,0.7362918564098823,-0.014302125449641823
7,Control_WK3,,,0.7345786246647682,0.024723900909663487,Control,3,0.7362918564098823,-0.0017132317451140633
