group,week,mean,std,count,sem
BOE,0,0.6146475624104549,,1,0.0
BOE,1,1.2976707461786192,,1,0.0
BOE,2,1.5097585372683904,,1,0.0
BOE,3,1.3640596222330124,,1,0.0
Control,0,0.7362919068243464,,1,0.0
Control,1,0.7091240406993058,,1,0.0
Control,2,0.721989735538275,,1,0.0
Control,3,0.7345786316612956,,1,0.0
