index,sample,etchlevel,etchtime,sample_type,species,expected_amp,fitted_amp,stderr,delta
0,BOE_WK0,,,BOE samples,Re metal,0.65,0.8259439363854628,0.0028598977985241796,0.1759439363854628
0,BOE_WK0,,,BOE samples,ReO2 (Re4+),0.15,0.059999274049681306,0.006420721617482745,-0.09000072595031869
0,BOE_WK0,,,BOE samples,ReO3 (Re6+),0.1,0.11074482917782316,0.00440764513233543,0.010744829177823156
0,BOE_WK0,,,BOE samples,Re2O7 (Re7+),0.05,0.003311960387032701,0.0010051308255123756,-0.0466880396129673
1,BOE_WK1,,,BOE samples,Re metal,0.65,0.664998902646113,0.008501471765259026,0.014998902646113033
1,BOE_WK1,,,BOE samples,ReO2 (Re4+),0.15,0.13532280983645711,0.0040958321431262545,-0.01467719016354288
1,BOE_WK1,,,BOE samples,ReO3 (Re6+),0.1,0.09401097914857105,0.00421883469113744,-0.005989020851428953
1,BOE_WK1,,,BOE samples,Re2O7 (Re7+),0.05,0.10566730836885875,0.0015886571079087163,0.05566730836885875
2,BOE_WK2,,,BOE samples,Re metal,0.65,0.6212288814830216,0.00955119224553971,-0.028771118516978444
2,BOE_WK2,,,BOE samples,ReO2 (Re4+),0.15,0.1270713101451101,0.004098741116327581,-0.022928689854889883
2,BOE_WK2,,,BOE samples,ReO3 (Re6+),0.1,0.0951618119128831,0.004866164583022825,-0.004838188087116904
2,BOE_WK2,,,BOE samples,Re2O7 (Re7+),0.05,0.15653799645898525,0.0019081178802741294,0.10653799645898525
3,BOE_WK3,,,BOE samples,Re metal,0.65,0.6510001650976288,0.009884734544310717,0.0010001650976287912
3,BOE_WK3,,,BOE samples,ReO2 (Re4+),0.15,0.1289511380695911,0.004459512054403842,-0.02104886193040889
3,BOE_WK3,,,BOE samples,ReO3 (Re6+),0.1,0.09188891143725851,0.00534205992363907,-0.008111088562741495
3,BOE_WK3,,,BOE samples,Re2O7 (Re7+),0.05,0.1281597853955216,0.0018224132704550008,0.07815978539552161
4,Control_WK0,,,Control samples,Re metal,0.46,0.794910852930676,0.0027988025206003055,0.33491085293067596
4,Control_WK0,,,Control samples,ReO2 (Re4+),0.25,0.06749203739831403,0.009915171393001422,-0.18250796260168597
4,Control_WK0,,,Control samples,ReO3 (Re6+),0.15,0.0920090051278621,0.0052588230915704415,-0.057990994872137894
4,Control_WK0,,,Control samples,Re2O7 (Re7+),0.1,0.04558810454314787,0.0016122887326354607,-0.054411895456852134
5,Control_WK1,,,Control samples,Re metal,0.46,0.8017487133490474,0.009063630924046693,0.3417487133490474
5,Control_WK1,,,Control samples,ReO2 (Re4+),0.25,0.05497397913208637,0.007244050807418625,-0.19502602086791362
5,Control_WK1,,,Control samples,ReO3 (Re6+),0.15,0.09424397897979313,0.004239339486522459,-0.05575602102020687
5,Control_WK1,,,Control samples,Re2O7 (Re7+),0.1,0.04903332853907313,0.0018213877239807593,-0.05096667146092688
6,Control_WK2,,,Control samples,Re metal,0.46,0.7985039395198154,0.009095022730181295,0.33850393951981533
6,Control_WK2,,,Control samples,ReO2 (Re4+),0.25,0.053100898706134526,0.007026019113602147,-0.19689910129386548
6,Control_WK2,,,Control samples,ReO3 (Re6+),0.15,0.09637501690907972,0.004139112397913231,-0.05362498309092027
6,Control_WK2,,,Control samples,Re2O7 (Re7+),0.1,0.05202014486497043,0.0018704204943677412,-0.04797985513502957
7,Control_WK3,,,Control samples,Re metal,0.46,0.7953404992186192,0.0031415725012017733,0.33534049921861914
7,Control_WK3,,,Control samples,ReO2 (Re4+),0.25,0.05535029612973872,0.006398319102492306,-0.1946497038702613
7,Control_WK3,,,Control samples,ReO3 (Re6+),0.15,0.0943317404784267,0.004012856438245122,-0.055668259521573296
7,Control_WK3,,,Control samples,Re2O7 (Re7+),0.1,0.05497746417321539,0.001762294823370946,-0.045022535826784615
