sample,group,element,species,spin,expected_eV,fitted_eV,stderr_eV,delta_eV
BOE_WK3,BOE,Ta4f,Ta+1,7/2,22.7,22.196507868425268,0.0,-0.5034921315747312
BOE_WK3,BOE,Ta4f,Ta+1,5/2,24.6,24.10650786842527,0.0,-0.49349213157473315
BOE_WK3,BOE,Ta4f,Ta+3,7/2,24.2,23.503056346822294,0.0,-0.6969436531777049
BOE_WK3,BOE,Ta4f,Ta+3,5/2,26.1,25.413056346822295,0.0,-0.6869436531777069
BOE_WK3,BOE,Ta4f,Ta+5 (Ta2O5),7/2,26.8,25.88131608371679,0.0,-0.9186839162832108
BOE_WK3,BOE,Ta4f,Ta+5 (Ta2O5),5/2,28.7,27.79131608371679,0.0,-0.9086839162832092
Control_WK0,Control,Ta4f,Ta metal,7/2,22.0,22.41079958716811,0.005457039985215478,0.4107995871681105
Control_WK0,Control,Ta4f,Ta metal,5/2,23.9,24.32079958716811,0.0054570399938275015,0.42079958716811205
Control_WK0,Control,Ta4f,Ta interface,7/2,22.4,22.7028611962093,0.012845017619158986,0.3028611962093031
Control_WK0,Control,Ta4f,Ta interface,5/2,24.3,24.612861196209302,0.012845017619158986,0.3128611962093011
Control_WK0,Control,Ta4f,Ta alloy,7/2,24.0,24.91079958716414,0.005457041616919205,0.9107995871641386
Control_WK0,Control,Ta4f,Ta alloy,5/2,25.9,26.82079958716414,0.005457041616919205,0.9207995871641401
Control_WK0,Control,Ta4f,Ta+1,7/2,22.7,22.00000000000007,1.2872964013419798e-07,-0.6999999999999282
Control_WK0,Control,Ta4f,Ta+1,5/2,24.6,23.91000000000007,1.287296401341975e-07,-0.6899999999999302
Control_WK0,Control,Ta4f,Ta+3,7/2,24.2,23.54289993326108,0.0721058579942213,-0.65710006673892
Control_WK0,Control,Ta4f,Ta+3,5/2,26.1,25.45289993326108,0.07210585809522704,-0.647100066738922
Control_WK0,Control,Ta4f,Ta+5 (Ta2O5),7/2,26.8,26.038904876324995,0.0024135622153873097,-0.7610951236750054
Control_WK0,Control,Ta4f,Ta+5 (Ta2O5),5/2,28.7,27.948904876324995,0.0024135622180748027,-0.7510951236750039
Control_WK1,Control,Ta4f,Ta metal,7/2,22.0,22.404666363831435,0.018937169296853615,0.40466636383143495
Control_WK1,Control,Ta4f,Ta metal,5/2,23.9,24.314666363831435,0.018937169246779368,0.4146663638314365
Control_WK1,Control,Ta4f,Ta interface,7/2,22.4,22.70572853254953,0.03578177499303913,0.30572853254953003
Control_WK1,Control,Ta4f,Ta interface,5/2,24.3,24.61572853254953,0.03578177499303913,0.31572853254952804
Control_WK1,Control,Ta4f,Ta alloy,7/2,24.0,24.839687186182427,0.10923332048822552,0.8396871861824273
Control_WK1,Control,Ta4f,Ta alloy,5/2,25.9,26.749687186182427,0.10923332048822552,0.8496871861824289
Control_WK1,Control,Ta4f,Ta+1,7/2,22.7,22.000000000000004,2.8961790990458668e-08,-0.6999999999999957
Control_WK1,Control,Ta4f,Ta+1,5/2,24.6,23.910000000000004,2.8961790990458665e-08,-0.6899999999999977
Control_WK1,Control,Ta4f,Ta+3,7/2,24.2,23.57058622919226,0.08120759964460424,-0.6294137708077407
Control_WK1,Control,Ta4f,Ta+3,5/2,26.1,25.48058622919226,0.0812075995596314,-0.6194137708077427
Control_WK1,Control,Ta4f,Ta+5 (Ta2O5),7/2,26.8,25.967971581286108,0.0030852421085475756,-0.8320284187138931
Control_WK1,Control,Ta4f,Ta+5 (Ta2O5),5/2,28.7,27.877971581286108,0.003085242106415315,-0.8220284187138915
Control_WK2,Control,Ta4f,Ta metal,7/2,22.0,22.409852192289236,0.018079069420505037,0.409852192289236
Control_WK2,Control,Ta4f,Ta metal,5/2,23.9,24.319852192289236,0.018079069384050673,0.41985219228923754
Control_WK2,Control,Ta4f,Ta interface,7/2,22.4,22.713608358272474,0.038728790968862746,0.31360835827247513
Control_WK2,Control,Ta4f,Ta interface,5/2,24.3,24.623608358272474,0.038728790968862746,0.32360835827247314
Control_WK2,Control,Ta4f,Ta alloy,7/2,24.0,24.85749452162785,0.0916767977506514,0.8574945216278493
Control_WK2,Control,Ta4f,Ta alloy,5/2,25.9,26.76749452162785,0.0916767977506514,0.8674945216278509
Control_WK2,Control,Ta4f,Ta+1,7/2,22.7,22.0,6.88024298411669e-09,-0.6999999999999993
Control_WK2,Control,Ta4f,Ta+1,5/2,24.6,23.91,6.880242984116688e-09,-0.6900000000000013
Control_WK2,Control,Ta4f,Ta+3,7/2,24.2,23.57646069259589,0.08539739710923092,-0.6235393074041085
Control_WK2,Control,Ta4f,Ta+3,5/2,26.1,25.48646069259589,0.08539739720526372,-0.6135393074041104
Control_WK2,Control,Ta4f,Ta+5 (Ta2O5),7/2,26.8,25.958645175289853,0.003101566245393212,-0.8413548247101481
Control_WK2,Control,Ta4f,Ta+5 (Ta2O5),5/2,28.7,27.868645175289853,0.0031015662512814024,-0.8313548247101465
Control_WK3,Control,Ta4f,Ta metal,7/2,22.0,22.40020841424843,0.019795554614716826,0.40020841424842857
Control_WK3,Control,Ta4f,Ta metal,5/2,23.9,24.31020841424843,0.01979555466681853,0.41020841424843013
Control_WK3,Control,Ta4f,Ta interface,7/2,22.4,22.695075240927537,0.03696636448097459,0.2950752409275381
Control_WK3,Control,Ta4f,Ta interface,5/2,24.3,24.605075240927537,0.03696636448097459,0.30507524092753613
Control_WK3,Control,Ta4f,Ta alloy,7/2,24.0,24.848418612700943,0.10728860489877061,0.848418612700943
Control_WK3,Control,Ta4f,Ta alloy,5/2,25.9,26.758418612700943,0.10728860489877061,0.8584186127009445
Control_WK3,Control,Ta4f,Ta+1,7/2,22.7,22.000000000000004,2.597456011698874e-08,-0.6999999999999957
Control_WK3,Control,Ta4f,Ta+1,5/2,24.6,23.910000000000004,2.5974560116988754e-08,-0.6899999999999977
Control_WK3,Control,Ta4f,Ta+3,7/2,24.2,23.540884989258174,0.08183252195441966,-0.6591150107418251
Control_WK3,Control,Ta4f,Ta+3,5/2,26.1,25.450884989258174,0.08183252189310133,-0.6491150107418271
Control_WK3,Control,Ta4f,Ta+5 (Ta2O5),7/2,26.8,25.96313848011247,0.003107808245241189,-0.8368615198875311
Control_WK3,Control,Ta4f,Ta+5 (Ta2O5),5/2,28.7,27.87313848011247,0.003107808242966934,-0.8268615198875295
BOE_WK0,BOE,Re4f,Re metal,7/2,40.35,40.45999137983027,0.0016398761317407212,0.10999137983026941
BOE_WK0,BOE,Re4f,Re metal,5/2,42.77,42.88709074341864,0.002298137589599493,0.11709074341863612
BOE_WK0,BOE,Re4f,Redp1 (Reδ+1),7/2,40.57,40.67999137983027,0.0016398761347905782,0.10999137983026941
BOE_WK0,BOE,Re4f,Redp1 (Reδ+1),5/2,42.99,43.10709074341864,0.002298137589599493,0.11709074341863612
BOE_WK0,BOE,Re4f,Redp2 (Reδ+2),7/2,40.8,40.909991379830274,0.0016398761347905782,0.10999137983027651
BOE_WK0,BOE,Re4f,Redp2 (Reδ+2),5/2,43.22,43.33709074341864,0.002298137589599493,0.11709074341864323
BOE_WK0,BOE,Re4f,Redp3 (Reδ+3),7/2,41.08,41.18999137983027,0.0016398761347905782,0.10999137983026941
BOE_WK0,BOE,Re4f,Redp3 (Reδ+3),5/2,43.5,43.61709074341863,0.002298137589599493,0.11709074341862902
BOE_WK0,BOE,Re4f,ReO2 (Re4+),7/2,42.2,41.80000000000007,3.8002470489850704e-08,-0.39999999999993463
BOE_WK0,BOE,Re4f,ReO2 (Re4+),5/2,44.62,44.22709936358844,0.002240693727953717,-0.3929006364115608
BOE_WK0,BOE,Re4f,ReO3 (Re6+),7/2,43.1,42.778654161321086,0.04326781566430719,-0.32134583867891564
BOE_WK0,BOE,Re4f,ReO3 (Re6+),5/2,45.52,45.205753524909454,0.042327402047901454,-0.3142464750905489
BOE_WK0,BOE,Re4f,Re2O7 (Re7+),7/2,45.5,45.78606983435057,0.09415609494021959,0.2860698343505703
BOE_WK0,BOE,Re4f,Re2O7 (Re7+),5/2,47.92,48.21316919793894,0.09447518752673262,0.29316919793893703
BOE_WK1,BOE,Re4f,Re metal,7/2,40.35,40.450271885481065,0.002843598579488212,0.1002718854810638
BOE_WK1,BOE,Re4f,Re metal,5/2,42.77,42.87828919831072,0.0036171400138574478,0.1082891983107146
BOE_WK1,BOE,Re4f,Redp1 (Reδ+1),7/2,40.57,40.670271885481064,0.0028435985766328796,0.1002718854810638
BOE_WK1,BOE,Re4f,Redp1 (Reδ+1),5/2,42.99,43.09828919831072,0.0036171400138574478,0.1082891983107146
BOE_WK1,BOE,Re4f,Redp2 (Reδ+2),7/2,40.8,40.90027188548107,0.0028435985766328796,0.10027188548107091
BOE_WK1,BOE,Re4f,Redp2 (Reδ+2),5/2,43.22,43.32828919831072,0.0036171400138574478,0.1082891983107217
BOE_WK1,BOE,Re4f,Redp3 (Reδ+3),7/2,41.08,41.18027188548106,0.0028435985766328796,0.1002718854810638
BOE_WK1,BOE,Re4f,Redp3 (Reδ+3),5/2,43.5,43.608289198310715,0.0036171400138574478,0.1082891983107146
BOE_WK1,BOE,Re4f,ReO2 (Re4+),7/2,42.2,41.80565664638886,0.04096409601777802,-0.39434335361114137
BOE_WK1,BOE,Re4f,ReO2 (Re4+),5/2,44.62,44.233673959218514,0.04204747182501176,-0.38632604078148347
BOE_WK1,BOE,Re4f,ReO3 (Re6+),7/2,43.1,43.22637528534579,0.04219927284121694,0.12637528534578735
BOE_WK1,BOE,Re4f,ReO3 (Re6+),5/2,45.52,45.65439259817544,0.04233126868273376,0.13439259817543814
BOE_WK1,BOE,Re4f,Re2O7 (Re7+),7/2,45.5,45.82395817367624,0.007244197871601755,0.3239581736762389
BOE_WK1,BOE,Re4f,Re2O7 (Re7+),5/2,47.92,48.25197548650589,0.00794237793815033,0.3319754865058897
BOE_WK2,BOE,Re4f,Re metal,7/2,40.35,40.45289771271957,0.0034298338047160206,0.10289771271956738
BOE_WK2,BOE,Re4f,Re metal,5/2,42.77,42.879677177756186,0.0044195436601944926,0.10967717775618269
BOE_WK2,BOE,Re4f,Redp1 (Reδ+1),7/2,40.57,40.67289771271957,0.003429833811021931,0.10289771271956738
BOE_WK2,BOE,Re4f,Redp1 (Reδ+1),5/2,42.99,43.099677177756185,0.0044195436601944926,0.10967717775618269
BOE_WK2,BOE,Re4f,Redp2 (Reδ+2),7/2,40.8,40.90289771271957,0.003429833811021931,0.10289771271957449
BOE_WK2,BOE,Re4f,Redp2 (Reδ+2),5/2,43.22,43.32967717775619,0.0044195436601944926,0.10967717775618979
BOE_WK2,BOE,Re4f,Redp3 (Reδ+3),7/2,41.08,41.182897712719566,0.003429833811021931,0.10289771271956738
BOE_WK2,BOE,Re4f,Redp3 (Reδ+3),5/2,43.5,43.60967717775618,0.004419543853462495,0.10967717775618269
BOE_WK2,BOE,Re4f,ReO2 (Re4+),7/2,42.2,41.854735100166565,0.050112775837894454,-0.3452648998334382
BOE_WK2,BOE,Re4f,ReO2 (Re4+),5/2,44.62,44.28151456520318,0.051552261121274194,-0.3384854347968158
BOE_WK2,BOE,Re4f,ReO3 (Re6+),7/2,43.1,43.282409661031735,0.04949262904236338,0.18240966103173406
BOE_WK2,BOE,Re4f,ReO3 (Re6+),5/2,45.52,45.70918912606835,0.05006208240736096,0.18918912606834937
BOE_WK2,BOE,Re4f,Re2O7 (Re7+),7/2,45.5,45.72530841462831,0.005674799669872665,0.22530841462830864
BOE_WK2,BOE,Re4f,Re2O7 (Re7+),5/2,47.92,48.152087879664926,0.006761422620875962,0.23208787966492395
BOE_WK3,BOE,Re4f,Re metal,7/2,40.35,40.44505923042202,0.003366665019745588,0.09505923042201658
BOE_WK3,BOE,Re4f,Re metal,5/2,42.77,42.87208894985211,0.004272933658315845,0.10208894985211003
BOE_WK3,BOE,Re4f,Redp1 (Reδ+1),7/2,40.57,40.66505923042202,0.003366665025493091,0.09505923042201658
BOE_WK3,BOE,Re4f,Redp1 (Reδ+1),5/2,42.99,43.09208894985211,0.004272933658315845,0.10208894985211003
BOE_WK3,BOE,Re4f,Redp2 (Reδ+2),7/2,40.8,40.89505923042202,0.003366665025493091,0.09505923042202369
BOE_WK3,BOE,Re4f,Redp2 (Reδ+2),5/2,43.22,43.322088949852116,0.004272933658315845,0.10208894985211714
BOE_WK3,BOE,Re4f,Redp3 (Reδ+3),7/2,41.08,41.175059230422015,0.003366665025493091,0.09505923042201658
BOE_WK3,BOE,Re4f,Redp3 (Reδ+3),5/2,43.5,43.60208894985211,0.004272933658315845,0.10208894985211003
BOE_WK3,BOE,Re4f,ReO2 (Re4+),7/2,42.2,41.82364366204707,0.050889953548000376,-0.37635633795293444
BOE_WK3,BOE,Re4f,ReO2 (Re4+),5/2,44.62,44.250673381477164,0.052127550201480084,-0.3693266185228339
BOE_WK3,BOE,Re4f,ReO3 (Re6+),7/2,43.1,43.19587491199962,0.05388351572242795,0.09587491199961562
BOE_WK3,BOE,Re4f,ReO3 (Re6+),5/2,45.52,45.62290463142971,0.05404829717118875,0.10290463142970907
BOE_WK3,BOE,Re4f,Re2O7 (Re7+),7/2,45.5,45.9220381240077,0.007015128742493451,0.4220381240076989
BOE_WK3,BOE,Re4f,Re2O7 (Re7+),5/2,47.92,48.349067843437794,0.007636399846679277,0.42906784343779236
Control_WK0,Control,Re4f,Re metal,7/2,40.35,40.46018458558453,0.0019413301861759115,0.11018458558452693
Control_WK0,Control,Re4f,Re metal,5/2,42.77,42.885461430209034,0.0028222832836339016,0.11546143020903088
Control_WK0,Control,Re4f,Redp1 (Reδ+1),7/2,40.57,40.68018458558453,0.0019413301856261744,0.11018458558452693
Control_WK0,Control,Re4f,Redp1 (Reδ+1),5/2,42.99,43.10546143020903,0.0028222832836339016,0.11546143020903088
Control_WK0,Control,Re4f,Redp2 (Reδ+2),7/2,40.8,40.91018458558453,0.0019413301856261744,0.11018458558453403
Control_WK0,Control,Re4f,Redp2 (Reδ+2),5/2,43.22,43.33546143020904,0.0028222832836339016,0.11546143020903799
Control_WK0,Control,Re4f,Redp3 (Reδ+3),7/2,41.08,41.190184585584525,0.0019413301856261744,0.11018458558452693
Control_WK0,Control,Re4f,Redp3 (Reδ+3),5/2,43.5,43.61546143020903,0.0028222832836339016,0.11546143020903088
Control_WK0,Control,Re4f,ReO2 (Re4+),7/2,42.2,41.8,1.6950260103180676e-09,-0.4000000000000057
Control_WK0,Control,Re4f,ReO2 (Re4+),5/2,44.62,44.2252768446245,0.0026301718211430318,-0.3947231553754946
Control_WK0,Control,Re4f,ReO3 (Re6+),7/2,43.1,43.00778350334448,0.06269773708888132,-0.09221649665552434
Control_WK0,Control,Re4f,ReO3 (Re6+),5/2,45.52,45.43306034796898,0.06258372759712118,-0.08693965203102039
Control_WK0,Control,Re4f,Re2O7 (Re7+),7/2,45.5,46.109921897049446,0.018279873009475072,0.6099218970494462
Control_WK0,Control,Re4f,Re2O7 (Re7+),5/2,47.92,48.53519874167395,0.018231029892624734,0.6151987416739502
Control_WK1,Control,Re4f,Re metal,7/2,40.35,40.44867361589438,0.002662677745023089,0.09867361589437706
Control_WK1,Control,Re4f,Re metal,5/2,42.77,42.87296565755676,0.0034020587222686792,0.10296565755675857
Control_WK1,Control,Re4f,Redp1 (Reδ+1),7/2,40.57,40.66867361589438,0.002662677752213792,0.09867361589437706
Control_WK1,Control,Re4f,Redp1 (Reδ+1),5/2,42.99,43.09296565755676,0.0034020587222686792,0.10296565755675857
Control_WK1,Control,Re4f,Redp2 (Reδ+2),7/2,40.8,40.89867361589438,0.002662677752213792,0.09867361589438417
Control_WK1,Control,Re4f,Redp2 (Reδ+2),5/2,43.22,43.322965657556765,0.0034020587222686792,0.10296565755676568
Control_WK1,Control,Re4f,Redp3 (Reδ+3),7/2,41.08,41.178673615894375,0.002662677752213792,0.09867361589437706
Control_WK1,Control,Re4f,Redp3 (Reδ+3),5/2,43.5,43.60296565755676,0.0034020587222686792,0.10296565755675857
Control_WK1,Control,Re4f,ReO2 (Re4+),7/2,42.2,41.800000000000026,3.234263405563593e-08,-0.39999999999997726
Control_WK1,Control,Re4f,ReO2 (Re4+),5/2,44.62,44.22429204166241,0.002843598320331736,-0.39570795833758865
Control_WK1,Control,Re4f,ReO3 (Re6+),7/2,43.1,42.94553872976603,0.05765007986057236,-0.15446127023397338
Control_WK1,Control,Re4f,ReO3 (Re6+),5/2,45.52,45.36983077142841,0.05659055074040093,-0.15016922857159187
Control_WK1,Control,Re4f,Re2O7 (Re7+),7/2,45.5,45.973405215089635,0.01762013331343069,0.4734052150896346
Control_WK1,Control,Re4f,Re2O7 (Re7+),5/2,47.92,48.39769725675202,0.018085905181441136,0.47769725675201613
Control_WK2,Control,Re4f,Re metal,7/2,40.35,40.45248935097982,0.002687463993337393,0.10248935097981615
Control_WK2,Control,Re4f,Re metal,5/2,42.77,42.87519735962331,0.0034488184126993202,0.10519735962330401
Control_WK2,Control,Re4f,Redp1 (Reδ+1),7/2,40.57,40.672489350979816,0.002687463995004136,0.10248935097981615
Control_WK2,Control,Re4f,Redp1 (Reδ+1),5/2,42.99,43.095197359623306,0.0034488184126993202,0.10519735962330401
Control_WK2,Control,Re4f,Redp2 (Reδ+2),7/2,40.8,40.90248935097982,0.002687463995004136,0.10248935097982326
Control_WK2,Control,Re4f,Redp2 (Reδ+2),5/2,43.22,43.32519735962331,0.0034488184126993202,0.10519735962331112
Control_WK2,Control,Re4f,Redp3 (Reδ+3),7/2,41.08,41.182489350979814,0.002687463995004136,0.10248935097981615
Control_WK2,Control,Re4f,Redp3 (Reδ+3),5/2,43.5,43.605197359623304,0.0034488184126993202,0.10519735962330401
Control_WK2,Control,Re4f,ReO2 (Re4+),7/2,42.2,41.80000000000001,2.445443185940021e-08,-0.3999999999999915
Control_WK2,Control,Re4f,ReO2 (Re4+),5/2,44.62,44.2227080086435,0.0028845261177432597,-0.3972919913564965
Control_WK2,Control,Re4f,ReO3 (Re6+),7/2,43.1,42.96175033594604,0.05647241200503044,-0.13824966405395855
Control_WK2,Control,Re4f,ReO3 (Re6+),5/2,45.52,45.38445834458953,0.055338225376251424,-0.1355416554104707
Control_WK2,Control,Re4f,Re2O7 (Re7+),7/2,45.5,45.959095568786225,0.01774871049969188,0.4590955687862248
Control_WK2,Control,Re4f,Re2O7 (Re7+),5/2,47.92,48.381803577429714,0.018294318198188154,0.4618035774297127
Control_WK3,Control,Re4f,Re metal,7/2,40.35,40.44915266809255,0.0021181120144812262,0.0991526680925503
Control_WK3,Control,Re4f,Re metal,5/2,42.77,42.8714978666365,0.0029415987665589215,0.10149786663649962
Control_WK3,Control,Re4f,Redp1 (Reδ+1),7/2,40.57,40.66915266809255,0.002118112016573778,0.0991526680925503
Control_WK3,Control,Re4f,Redp1 (Reδ+1),5/2,42.99,43.0914978666365,0.0029415987665589215,0.10149786663649962
Control_WK3,Control,Re4f,Redp2 (Reδ+2),7/2,40.8,40.899152668092555,0.002118112016573778,0.0991526680925574
Control_WK3,Control,Re4f,Redp2 (Reδ+2),5/2,43.22,43.321497866636506,0.0029415987665589215,0.10149786663650673
Control_WK3,Control,Re4f,Redp3 (Reδ+3),7/2,41.08,41.17915266809255,0.002118112016573778,0.0991526680925503
Control_WK3,Control,Re4f,Redp3 (Reδ+3),5/2,43.5,43.60149786663651,0.002941598755149949,0.10149786663650673
Control_WK3,Control,Re4f,ReO2 (Re4+),7/2,42.2,41.800000000000004,1.1321968654016707e-08,-0.3999999999999986
Control_WK3,Control,Re4f,ReO2 (Re4+),5/2,44.62,44.22234519854396,0.0027286699699280025,-0.39765480145603505
Control_WK3,Control,Re4f,ReO3 (Re6+),7/2,43.1,42.983691923068825,0.05328051282061544,-0.11630807693117617
Control_WK3,Control,Re4f,ReO3 (Re6+),5/2,45.52,45.40603712161278,0.05238101136416787,-0.11396287838721975
Control_WK3,Control,Re4f,Re2O7 (Re7+),7/2,45.5,45.960968010269795,0.01625727270648665,0.46096801026979506
Control_WK3,Control,Re4f,Re2O7 (Re7+),5/2,47.92,48.383313208813746,0.016727060843758423,0.4633132088137444
