index,sample,etchlevel,etchtime,reference_profile,species,expected_amp,fitted_amp,stderr,delta
4,ReTa03,4,40.051,Control-derived reference,Ta+3,0.1,0.13861703677016418,0.0,0.038617036770164176
4,ReTa03,4,40.051,Control-derived reference,Ta+5 (Ta2O5),0.55,0.03273445046304835,0.0,-0.5172655495369517
5,ReTa03,5,50.064,Control-derived reference,Ta metal,0.2,0.09707663253910584,0.0,-0.10292336746089417
5,ReTa03,5,50.064,Control-derived reference,Ta interface,0.05,0.10748751432859144,0.0,0.057487514328591435
5,ReTa03,5,50.064,Control-derived reference,Ta alloy,0.05,0.08552790825564018,0.0,0.03552790825564017
5,ReTa03,5,50.064,Control-derived reference,Ta+1,0.05,0.5374375716429571,0.0,0.48743757164295715
5,ReTa03,5,50.064,Control-derived reference,Ta+3,0.1,0.13792789640713807,0.0,0.03792789640713806
5,ReTa03,5,50.064,Control-derived reference,Ta+5 (Ta2O5),0.55,0.03454247682656735,0.0,-0.5154575231734327
6,ReTa03,6,60.077,Control-derived reference,Ta metal,0.2,0.10189171675717268,0.0,-0.09810828324282733
6,ReTa03,6,60.077,Control-derived reference,Ta interface,0.05,0.10717334817462976,0.0,0.057173348174629754
6,ReTa03,6,60.077,Control-derived reference,Ta alloy,0.05,0.08440386617895027,0.0,0.03440386617895026
6,ReTa03,6,60.077,Control-derived reference,Ta+1,0.05,0.5358667408731488,0.0,0.4858667408731488
6,ReTa03,6,60.077,Control-derived reference,Ta+3,0.1,0.13699010234120343,0.0,0.036990102341203424
6,ReTa03,6,60.077,Control-derived reference,Ta+5 (Ta2O5),0.55,0.033674225674895135,0.0,-0.516325774325105
7,ReTa03,7,70.09,Control-derived reference,Ta metal,0.2,0.10163377575317593,0.0,-0.09836622424682408
7,ReTa03,7,70.09,Control-derived reference,Ta interface,0.05,0.10733882720137251,0.0,0.05733882720137251
7,ReTa03,7,70.09,Control-derived reference,Ta alloy,0.05,0.08349940201446297,0.0,0.03349940201446297
7,ReTa03,7,70.09,Control-derived reference,Ta+1,0.05,0.5366941360068626,0.0,0.48669413600686257
7,ReTa03,7,70.09,Control-derived reference,Ta+3,0.1,0.1389290629089891,0.0,0.03892906290898909
7,ReTa03,7,70.09,Control-derived reference,Ta+5 (Ta2O5),0.55,0.03190479611513691,0.0,-0.5180952038848632
8,ReTa03,8,80.103,Control-derived reference,Ta metal,0.2,0.10112536016760647,0.0,-0.09887463983239354
8,ReTa03,8,80.103,Control-derived reference,Ta interface,0.05,0.10722931559228119,0.0,0.057229315592281185
8,ReTa03,8,80.103,Control-derived reference,Ta alloy,0.05,0.0837684720609189,0.0,0.0337684720609189
8,ReTa03,8,80.103,Control-derived reference,Ta+1,0.05,0.536146577961406,0.0,0.486146577961406
8,ReTa03,8,80.103,Control-derived reference,Ta+3,0.1,0.13782120737159123,0.0,0.037821207371591226
8,ReTa03,8,80.103,Control-derived reference,Ta+5 (Ta2O5),0.55,0.033909066846196295,0.0,-0.5160909331538037
9,ReTa03,9,90.115,Control-derived reference,Ta metal,0.2,0.10070362106384743,0.0,-0.09929637893615258
9,ReTa03,9,90.115,Control-derived reference,Ta interface,0.05,0.10738498612867463,0.0,0.057384986128674625
9,ReTa03,9,90.115,Control-derived reference,Ta alloy,0.05,0.08354330718603567,0.0,0.03354330718603567
9,ReTa03,9,90.115,Control-derived reference,Ta+1,0.05,0.5369249306433731,0.0,0.4869249306433731
9,ReTa03,9,90.115,Control-derived reference,Ta+3,0.1,0.13844867957233462,0.0,0.03844867957233461
9,ReTa03,9,90.115,Control-derived reference,Ta+5 (Ta2O5),0.55,0.032994475405734434,0.0,-0.5170055245942656
10,ReTa04,0,0.0,Control-derived reference,Ta metal,0.2,0.0903801631817081,0.0,-0.1096198368182919
10,ReTa04,0,0.0,Control-derived reference,Ta interface,0.05,0.10845619581804972,0.0,0.058456195818049714
10,ReTa04,0,0.0,Control-derived reference,Ta alloy,0.05,0.03993957388155638,0.0,-0.01006042611844362
10,ReTa04,0,0.0,Control-derived reference,Ta+1,0.05,0.2651748678705952,0.0,0.2151748678705952
10,ReTa04,0,0.0,Control-derived reference,Ta+3,0.1,9.030792432034006e-17,0.0,-0.09999999999999991
10,ReTa04,0,0.0,Control-derived reference,Ta+5 (Ta2O5),0.55,0.4960491992480905,0.0,-0.053950800751909556
11,ReTa04,1,10.013,Control-derived reference,Ta metal,0.2,0.1819991576529289,0.0,-0.01800084234707111
11,ReTa04,1,10.013,Control-derived reference,Ta interface,0.05,0.11063398602265535,0.0,0.06063398602265535
11,ReTa04,1,10.013,Control-derived reference,Ta alloy,0.05,0.005153409473024778,0.0,-0.044846590526975226
11,ReTa04,1,10.013,Control-derived reference,Ta+1,0.05,0.5531699301132765,0.0,0.5031699301132765
11,ReTa04,1,10.013,Control-derived reference,Ta+3,0.1,0.11530139580840199,0.0,0.01530139580840198
11,ReTa04,1,10.013,Control-derived reference,Ta+5 (Ta2O5),0.55,0.033742120929712474,0.0,-0.5162578790702875
12,ReTa04,2,20.026,Control-derived reference,Ta metal,0.2,0.19450143666985767,0.0,-0.005498563330142342
12,ReTa04,2,20.026,Control-derived reference,Ta interface,0.05,0.11117899961082942,0.0,0.06117899961082941
12,ReTa04,2,20.026,Control-derived reference,Ta alloy,0.05,0.00477794376087254,0.0,-0.045222056239127464
12,ReTa04,2,20.026,Control-derived reference,Ta+1,0.05,0.5422607863926713,0.0,0.4922607863926713
12,ReTa04,2,20.026,Control-derived reference,Ta+3,0.1,0.11331712977681302,0.0,0.013317129776813014
12,ReTa04,2,20.026,Control-derived reference,Ta+5 (Ta2O5),0.55,0.03396370378895612,0.0,-0.516036296211044
13,ReTa04,3,30.039,Control-derived reference,Ta metal,0.2,0.2021920298566999,0.0,0.0021920298566998897
13,ReTa04,3,30.039,Control-derived reference,Ta interface,0.05,0.11121500724341073,0.0,0.061215007243410724
13,ReTa04,3,30.039,Control-derived reference,Ta alloy,0.05,0.005951167805133371,0.0,-0.04404883219486663
13,ReTa04,3,30.039,Control-derived reference,Ta+1,0.05,0.5348343879734657,0.0,0.48483438797346573
13,ReTa04,3,30.039,Control-derived reference,Ta+3,0.1,0.11284593618792528,0.0,0.012845936187925275
13,ReTa04,3,30.039,Control-derived reference,Ta+5 (Ta2O5),0.55,0.03296147093336496,0.0,-0.517038529066635
14,ReTa04,4,40.051,Control-derived reference,Ta metal,0.2,0.20315277631897874,0.0,0.0031527763189787283
14,ReTa04,4,40.051,Control-derived reference,Ta interface,0.05,0.11111015581171677,0.0,0.06111015581171676
14,ReTa04,4,40.051,Control-derived reference,Ta alloy,0.05,0.004067718066518976,0.0,-0.04593228193348103
14,ReTa04,4,40.051,Control-derived reference,Ta+1,0.05,0.5334411720978316,0.0,0.4834411720978316
14,ReTa04,4,40.051,Control-derived reference,Ta+3,0.1,0.11561018164606562,0.0,0.015610181646065618
14,ReTa04,4,40.051,Control-derived reference,Ta+5 (Ta2O5),0.55,0.032617996058888266,0.0,-0.5173820039411118
15,ReTa04,5,50.063,Control-derived reference,Ta metal,0.2,0.1974349969406064,0.0,-0.0025650030593936113
15,ReTa04,5,50.063,Control-derived reference,Ta interface,0.05,0.11147213432792911,0.0,0.06147213432792911
15,ReTa04,5,50.063,Control-derived reference,Ta alloy,0.05,0.005446044298720184,0.0,-0.04455395570127982
15,ReTa04,5,50.063,Control-derived reference,Ta+1,0.05,0.5390244512384987,0.0,0.48902445123849875
15,ReTa04,5,50.063,Control-derived reference,Ta+3,0.1,0.11201375650163818,0.0,0.012013756501638176
15,ReTa04,5,50.063,Control-derived reference,Ta+5 (Ta2O5),0.55,0.03460861669260735,0.0,-0.5153913833073926
16,ReTa04,6,60.076,Control-derived reference,Ta metal,0.2,0.19959308380362845,0.0,-0.00040691619637156506
16,ReTa04,6,60.076,Control-derived reference,Ta interface,0.05,0.11098601241701386,0.0,0.06098601241701386
16,ReTa04,6,60.076,Control-derived reference,Ta alloy,0.05,0.0060771885435940125,0.0,-0.04392281145640599
16,ReTa04,6,60.076,Control-derived reference,Ta+1,0.05,0.5383967887246504,0.0,0.48839678872465037
16,ReTa04,6,60.076,Control-derived reference,Ta+3,0.1,0.11374307301779864,0.0,0.013743073017798632
16,ReTa04,6,60.076,Control-derived reference,Ta+5 (Ta2O5),0.55,0.031203853493314608,0.0,-0.5187961465066855
17,ReTa04,7,70.089,Control-derived reference,Ta metal,0.2,0.19932407240998284,0.0,-0.0006759275900171668
17,ReTa04,7,70.089,Control-derived reference,Ta interface,0.05,0.11138048855321014,0.0,0.06138048855321014
17,ReTa04,7,70.089,Control-derived reference,Ta alloy,0.05,0.005925895757487731,0.0,-0.04407410424251227
17,ReTa04,7,70.089,Control-derived reference,Ta+1,0.05,0.5367726383359007,0.0,0.48677263833590073
17,ReTa04,7,70.089,Control-derived reference,Ta+3,0.1,0.11265623305257215,0.0,0.012656233052572144
17,ReTa04,7,70.089,Control-derived reference,Ta+5 (Ta2O5),0.55,0.03394067189084648,0.0,-0.5160593281091536
18,ReTa04,8,80.101,Control-derived reference,Ta metal,0.2,0.20347294670918484,0.0,0.0034729467091848265
18,ReTa04,8,80.101,Control-derived reference,Ta interface,0.05,0.11097084511466214,0.0,0.06097084511466214
18,ReTa04,8,80.101,Control-derived reference,Ta alloy,0.05,0.005603289334224883,0.0,-0.04439671066577512
18,ReTa04,8,80.101,Control-derived reference,Ta+1,0.05,0.5363267082739364,0.0,0.48632670827393637
18,ReTa04,8,80.101,Control-derived reference,Ta+3,0.1,0.11346053630199532,0.0,0.013460536301995313
18,ReTa04,8,80.101,Control-derived reference,Ta+5 (Ta2O5),0.55,0.030165674265996402,0.0,-0.5198343257340037
19,ReTa04,9,90.114,Control-derived reference,Ta metal,0.2,0.20376507952700942,0.0,0.003765079527009413
19,ReTa04,9,90.114,Control-derived reference,Ta interface,0.05,0.11110329016044267,0.0,0.061103290160442664
19,ReTa04,9,90.114,Control-derived reference,Ta alloy,0.05,0.0040616178094582366,0.0,-0.04593838219054176
19,ReTa04,9,90.114,Control-derived reference,Ta+1,0.05,0.5359309193752962,0.0,0.48593091937529626
19,ReTa04,9,90.114,Control-derived reference,Ta+3,0.1,0.11346051878959738,0.0,0.013460518789597378
19,ReTa04,9,90.114,Control-derived reference,Ta+5 (Ta2O5),0.55,0.031678574338196125,0.0,-0.518321425661804
