index,sample,etchlevel,etchtime,species,expected_sigma_eV,fitted_sigma_eV,fitted_stderr,delta_eV
0,ReTa03,0,0.0,Ta metal,0.1,0.1547114409526933,0.0,0.054711440952693285
0,ReTa03,0,0.0,Ta interface,0.1,0.1547114409526933,0.0,0.054711440952693285
0,ReTa03,0,0.0,Ta alloy,0.1,0.1547114409526933,0.0,0.054711440952693285
0,ReTa03,0,0.0,Ta+1,0.2,0.4893478681932821,0.0,0.28934786819328207
0,ReTa03,0,0.0,Ta+3,0.2,0.4893478681932821,0.0,0.28934786819328207
0,ReTa03,0,0.0,Ta+5 (Ta2O5),0.2,0.4893478681932821,0.0,0.28934786819328207
1,ReTa03,1,10.013,Ta metal,0.1,0.19999999999999993,0.0,0.09999999999999992
1,ReTa03,1,10.013,Ta interface,0.1,0.19999999999999993,0.0,0.09999999999999992
1,ReTa03,1,10.013,Ta alloy,0.1,0.19999999999999993,0.0,0.09999999999999992
1,ReTa03,1,10.013,Ta+1,0.2,0.35605402370976064,0.0,0.15605402370976063
1,ReTa03,1,10.013,Ta+3,0.2,0.35605402370976064,0.0,0.15605402370976063
1,ReTa03,1,10.013,Ta+5 (Ta2O5),0.2,0.35605402370976064,0.0,0.15605402370976063
2,ReTa03,2,20.026,Ta metal,0.1,0.19999999999999993,0.0,0.09999999999999992
2,ReTa03,2,20.026,Ta interface,0.1,0.19999999999999993,0.0,0.09999999999999992
2,ReTa03,2,20.026,Ta alloy,0.1,0.19999999999999993,0.0,0.09999999999999992
2,ReTa03,2,20.026,Ta+1,0.2,0.34256696862125613,0.0,0.14256696862125612
2,ReTa03,2,20.026,Ta+3,0.2,0.34256696862125613,0.0,0.14256696862125612
2,ReTa03,2,20.026,Ta+5 (Ta2O5),0.2,0.34256696862125613,0.0,0.14256696862125612
3,ReTa03,3,30.038,Ta metal,0.1,0.19999999999999996,0.0,0.09999999999999995
3,ReTa03,3,30.038,Ta interface,0.1,0.19999999999999996,0.0,0.09999999999999995
3,ReTa03,3,30.038,Ta alloy,0.1,0.19999999999999996,0.0,0.09999999999999995
3,ReTa03,3,30.038,Ta+1,0.2,0.33802587495049363,0.0,0.13802587495049362
3,ReTa03,3,30.038,Ta+3,0.2,0.33802587495049363,0.0,0.13802587495049362
3,ReTa03,3,30.038,Ta+5 (Ta2O5),0.2,0.33802587495049363,0.0,0.13802587495049362
4,ReTa03,4,40.051,Ta metal,0.1,0.19999999999999998,0.0,0.09999999999999998
4,ReTa03,4,40.051,Ta interface,0.1,0.19999999999999998,0.0,0.09999999999999998
4,ReTa03,4,40.051,Ta alloy,0.1,0.19999999999999998,0.0,0.09999999999999998
4,ReTa03,4,40.051,Ta+1,0.2,0.33539778881285387,0.0,0.13539778881285386
4,ReTa03,4,40.051,Ta+3,0.2,0.33539778881285387,0.0,0.13539778881285386
4,ReTa03,4,40.051,Ta+5 (Ta2O5),0.2,0.33539778881285387,0.0,0.13539778881285386
5,ReTa03,5,50.064,Ta metal,0.1,0.19999999999999998,0.0,0.09999999999999998
5,ReTa03,5,50.064,Ta interface,0.1,0.19999999999999998,0.0,0.09999999999999998
5,ReTa03,5,50.064,Ta alloy,0.1,0.19999999999999998,0.0,0.09999999999999998
5,ReTa03,5,50.064,Ta+1,0.2,0.33700144218064143,0.0,0.13700144218064142
5,ReTa03,5,50.064,Ta+3,0.2,0.33700144218064143,0.0,0.13700144218064142
5,ReTa03,5,50.064,Ta+5 (Ta2O5),0.2,0.33700144218064143,0.0,0.13700144218064142
6,ReTa03,6,60.077,Ta metal,0.1,0.19999999999999993,0.0,0.09999999999999992
6,ReTa03,6,60.077,Ta interface,0.1,0.19999999999999993,0.0,0.09999999999999992
6,ReTa03,6,60.077,Ta alloy,0.1,0.19999999999999993,0.0,0.09999999999999992
6,ReTa03,6,60.077,Ta+1,0.2,0.3349125594189413,0.0,0.1349125594189413
6,ReTa03,6,60.077,Ta+3,0.2,0.3349125594189413,0.0,0.1349125594189413
6,ReTa03,6,60.077,Ta+5 (Ta2O5),0.2,0.3349125594189413,0.0,0.1349125594189413
7,ReTa03,7,70.09,Ta metal,0.1,0.2,0.0,0.1
7,ReTa03,7,70.09,Ta interface,0.1,0.2,0.0,0.1
7,ReTa03,7,70.09,Ta alloy,0.1,0.2,0.0,0.1
7,ReTa03,7,70.09,Ta+1,0.2,0.3350378226608922,0.0,0.1350378226608922
7,ReTa03,7,70.09,Ta+3,0.2,0.3350378226608922,0.0,0.1350378226608922
7,ReTa03,7,70.09,Ta+5 (Ta2O5),0.2,0.3350378226608922,0.0,0.1350378226608922
8,ReTa03,8,80.103,Ta metal,0.1,0.2,0.0,0.1
8,ReTa03,8,80.103,Ta interface,0.1,0.2,0.0,0.1
8,ReTa03,8,80.103,Ta alloy,0.1,0.2,0.0,0.1
8,ReTa03,8,80.103,Ta+1,0.2,0.33515861142014625,0.0,0.13515861142014624
