index,sample,etchlevel,etchtime,species,expected_sigma_eV,fitted_sigma_eV,fitted_stderr,delta_eV
8,ReTa03,8,80.103,Ta+3,0.2,0.33515861142014625,0.0,0.13515861142014624
8,ReTa03,8,80.103,Ta+5 (Ta2O5),0.2,0.33515861142014625,0.0,0.13515861142014624
9,ReTa03,9,90.115,Ta metal,0.1,0.2,0.0,0.1
9,ReTa03,9,90.115,Ta interface,0.1,0.2,0.0,0.1
9,ReTa03,9,90.115,Ta alloy,0.1,0.2,0.0,0.1
9,ReTa03,9,90.115,Ta+1,0.2,0.33550065326442846,0.0,0.13550065326442845
9,ReTa03,9,90.115,Ta+3,0.2,0.33550065326442846,0.0,0.13550065326442845
9,ReTa03,9,90.115,Ta+5 (Ta2O5),0.2,0.33550065326442846,0.0,0.13550065326442845
10,ReTa04,0,0.0,Ta metal,0.1,0.14067091349975855,0.0,0.04067091349975854
10,ReTa04,0,0.0,Ta interface,0.1,0.14067091349975855,0.0,0.04067091349975854
10,ReTa04,0,0.0,Ta alloy,0.1,0.14067091349975855,0.0,0.04067091349975854
10,ReTa04,0,0.0,Ta+1,0.2,0.5660621442677959,0.0,0.3660621442677959
10,ReTa04,0,0.0,Ta+3,0.2,0.5660621442677959,0.0,0.3660621442677959
10,ReTa04,0,0.0,Ta+5 (Ta2O5),0.2,0.5660621442677959,0.0,0.3660621442677959
11,ReTa04,1,10.013,Ta metal,0.1,0.1265863951435144,0.0,0.026586395143514407
11,ReTa04,1,10.013,Ta interface,0.1,0.1265863951435144,0.0,0.026586395143514407
11,ReTa04,1,10.013,Ta alloy,0.1,0.1265863951435144,0.0,0.026586395143514407
11,ReTa04,1,10.013,Ta+1,0.2,0.44691882385756776,0.0,0.24691882385756775
11,ReTa04,1,10.013,Ta+3,0.2,0.44691882385756776,0.0,0.24691882385756775
11,ReTa04,1,10.013,Ta+5 (Ta2O5),0.2,0.44691882385756776,0.0,0.24691882385756775
12,ReTa04,2,20.026,Ta metal,0.1,0.12679671926622993,0.0,0.026796719266229924
12,ReTa04,2,20.026,Ta interface,0.1,0.12679671926622993,0.0,0.026796719266229924
12,ReTa04,2,20.026,Ta alloy,0.1,0.12679671926622993,0.0,0.026796719266229924
12,ReTa04,2,20.026,Ta+1,0.2,0.4412754604971285,0.0,0.2412754604971285
12,ReTa04,2,20.026,Ta+3,0.2,0.4412754604971285,0.0,0.2412754604971285
12,ReTa04,2,20.026,Ta+5 (Ta2O5),0.2,0.4412754604971285,0.0,0.2412754604971285
13,ReTa04,3,30.039,Ta metal,0.1,0.12850822526259828,0.0,0.028508225262598275
13,ReTa04,3,30.039,Ta interface,0.1,0.12850822526259828,0.0,0.028508225262598275
13,ReTa04,3,30.039,Ta alloy,0.1,0.12850822526259828,0.0,0.028508225262598275
13,ReTa04,3,30.039,Ta+1,0.2,0.43749690367467015,0.0,0.23749690367467013
13,ReTa04,3,30.039,Ta+3,0.2,0.43749690367467015,0.0,0.23749690367467013
13,ReTa04,3,30.039,Ta+5 (Ta2O5),0.2,0.43749690367467015,0.0,0.23749690367467013
14,ReTa04,4,40.051,Ta metal,0.1,0.12876744260863315,0.0,0.028767442608633148
14,ReTa04,4,40.051,Ta interface,0.1,0.12876744260863315,0.0,0.028767442608633148
14,ReTa04,4,40.051,Ta alloy,0.1,0.12876744260863315,0.0,0.028767442608633148
14,ReTa04,4,40.051,Ta+1,0.2,0.4355720804995265,0.0,0.2355720804995265
14,ReTa04,4,40.051,Ta+3,0.2,0.4355720804995265,0.0,0.2355720804995265
14,ReTa04,4,40.051,Ta+5 (Ta2O5),0.2,0.4355720804995265,0.0,0.2355720804995265
15,ReTa04,5,50.063,Ta metal,0.1,0.12726140799011945,0.0,0.027261407990119446
15,ReTa04,5,50.063,Ta interface,0.1,0.12726140799011945,0.0,0.027261407990119446
15,ReTa04,5,50.063,Ta alloy,0.1,0.12726140799011945,0.0,0.027261407990119446
15,ReTa04,5,50.063,Ta+1,0.2,0.4398267324353816,0.0,0.2398267324353816
15,ReTa04,5,50.063,Ta+3,0.2,0.4398267324353816,0.0,0.2398267324353816
15,ReTa04,5,50.063,Ta+5 (Ta2O5),0.2,0.4398267324353816,0.0,0.2398267324353816
16,ReTa04,6,60.076,Ta metal,0.1,0.12878866219977889,0.0,0.02878866219977888
16,ReTa04,6,60.076,Ta interface,0.1,0.12878866219977889,0.0,0.02878866219977888
16,ReTa04,6,60.076,Ta alloy,0.1,0.12878866219977889,0.0,0.02878866219977888
16,ReTa04,6,60.076,Ta+1,0.2,0.4349256065698176,0.0,0.2349256065698176
16,ReTa04,6,60.076,Ta+3,0.2,0.4349256065698176,0.0,0.2349256065698176
16,ReTa04,6,60.076,Ta+5 (Ta2O5),0.2,0.4349256065698176,0.0,0.2349256065698176
17,ReTa04,7,70.089,Ta metal,0.1,0.1288096512472615,0.0,0.02880965124726148
17,ReTa04,7,70.089,Ta interface,0.1,0.1288096512472615,0.0,0.02880965124726148
17,ReTa04,7,70.089,Ta alloy,0.1,0.1288096512472615,0.0,0.02880965124726148
17,ReTa04,7,70.089,Ta+1,0.2,0.436725521369028,0.0,0.23672552136902797
17,ReTa04,7,70.089,Ta+3,0.2,0.436725521369028,0.0,0.23672552136902797
17,ReTa04,7,70.089,Ta+5 (Ta2O5),0.2,0.436725521369028,0.0,0.23672552136902797
18,ReTa04,8,80.101,Ta metal,0.1,0.1288573932034026,0.0,0.02885739320340258
18,ReTa04,8,80.101,Ta interface,0.1,0.1288573932034026,0.0,0.02885739320340258
18,ReTa04,8,80.101,Ta alloy,0.1,0.1288573932034026,0.0,0.02885739320340258
18,ReTa04,8,80.101,Ta+1,0.2,0.4363222840770842,0.0,0.23632228407708417
18,ReTa04,8,80.101,Ta+3,0.2,0.4363222840770842,0.0,0.23632228407708417
18,ReTa04,8,80.101,Ta+5 (Ta2O5),0.2,0.4363222840770842,0.0,0.23632228407708417
19,ReTa04,9,90.114,Ta metal,0.1,0.12917579794334652,0.0,0.029175797943346515
19,ReTa04,9,90.114,Ta interface,0.1,0.12917579794334652,0.0,0.029175797943346515
19,ReTa04,9,90.114,Ta alloy,0.1,0.12917579794334652,0.0,0.029175797943346515
19,ReTa04,9,90.114,Ta+1,0.2,0.4376611648598784,0.0,0.23766116485987837
19,ReTa04,9,90.114,Ta+3,0.2,0.4376611648598784,0.0,0.23766116485987837
19,ReTa04,9,90.114,Ta+5 (Ta2O5),0.2,0.4376611648598784,0.0,0.23766116485987837
