index,sample,etchlevel,etchtime,reference_profile,species,expected_amp,fitted_amp,stderr,delta
4,ReTa03,4,40.051,Control-derived reference,Re metal,0.5,0.8243925698477429,0.012213837897301879,0.3243925698477429
4,ReTa03,4,40.051,Control-derived reference,ReO2 (Re4+),0.25,0.09076206399376331,0.011762723171877404,-0.1592379360062367
4,ReTa03,4,40.051,Control-derived reference,ReO3 (Re6+),0.15,0.03536339735054952,0.012087593621521266,-0.11463660264945047
4,ReTa03,4,40.051,Control-derived reference,Re2O7 (Re7+),0.1,0.04948196880794429,0.005834111764020682,-0.050518031192055717
5,ReTa03,5,50.064,Control-derived reference,Re metal,0.5,0.826322538818884,0.012056266497989371,0.32632253881888396
5,ReTa03,5,50.064,Control-derived reference,ReO2 (Re4+),0.25,0.08991434901064253,0.011743842351117613,-0.16008565098935745
5,ReTa03,5,50.064,Control-derived reference,ReO3 (Re6+),0.15,0.035362250166985514,0.012000883067919733,-0.11463774983301447
5,ReTa03,5,50.064,Control-derived reference,Re2O7 (Re7+),0.1,0.04840086200348794,0.00578220074289096,-0.051599137996512064
6,ReTa03,6,60.077,Control-derived reference,Re metal,0.5,0.8273918782402045,0.011892442391268687,0.32739187824020455
6,ReTa03,6,60.077,Control-derived reference,ReO2 (Re4+),0.25,0.0895980236426006,0.011498929839494161,-0.1604019763573994
6,ReTa03,6,60.077,Control-derived reference,ReO3 (Re6+),0.15,0.03535621827813439,0.01181217676569192,-0.1146437817218656
6,ReTa03,6,60.077,Control-derived reference,Re2O7 (Re7+),0.1,0.04765387983906047,0.005700825041883162,-0.052346120160939535
7,ReTa03,7,70.09,Control-derived reference,Re metal,0.5,0.8254488453189379,0.012238872135883054,0.3254488453189379
7,ReTa03,7,70.09,Control-derived reference,ReO2 (Re4+),0.25,0.08979543290936366,0.011912378173145374,-0.16020456709063635
7,ReTa03,7,70.09,Control-derived reference,ReO3 (Re6+),0.15,0.03528595397933244,0.012171257989592689,-0.11471404602066755
7,ReTa03,7,70.09,Control-derived reference,Re2O7 (Re7+),0.1,0.049469767792365935,0.005852451279021436,-0.05053023220763407
8,ReTa03,8,80.103,Control-derived reference,Re metal,0.5,0.8276627690883592,0.011749118772647496,0.32766276908835923
8,ReTa03,8,80.103,Control-derived reference,ReO2 (Re4+),0.25,0.0896769500530504,0.011299311091142756,-0.1603230499469496
8,ReTa03,8,80.103,Control-derived reference,ReO3 (Re6+),0.15,0.03552374887237597,0.011611824322602162,-0.11447625112762402
8,ReTa03,8,80.103,Control-derived reference,Re2O7 (Re7+),0.1,0.04713653198621444,0.005636035497045938,-0.05286346801378557
9,ReTa03,9,90.115,Control-derived reference,Re metal,0.5,0.827485024190716,0.01201071634353201,0.327485024190716
9,ReTa03,9,90.115,Control-derived reference,ReO2 (Re4+),0.25,0.08909334422915288,0.011685539111207245,-0.16090665577084712
9,ReTa03,9,90.115,Control-derived reference,ReO3 (Re6+),0.15,0.0354537189575169,0.011975084937931387,-0.1145462810424831
9,ReTa03,9,90.115,Control-derived reference,Re2O7 (Re7+),0.1,0.04796791262261424,0.00575579459998988,-0.052032087377385766
10,ReTa04,0,0.0,Control-derived reference,Re metal,0.5,0.718182004044605,0.009538010824017108,0.21818200404460497
10,ReTa04,0,0.0,Control-derived reference,ReO2 (Re4+),0.25,0.20624011985753726,0.008401887073572903,-0.04375988014246274
10,ReTa04,0,0.0,Control-derived reference,ReO3 (Re6+),0.15,0.014461612650334498,0.006481400884132244,-0.1355383873496655
10,ReTa04,0,0.0,Control-derived reference,Re2O7 (Re7+),0.1,0.06111626344752324,0.005655482699874224,-0.03888373655247677
11,ReTa04,1,10.013,Control-derived reference,Re metal,0.5,0.8272582981990853,0.010941760659681105,0.32725829819908525
11,ReTa04,1,10.013,Control-derived reference,ReO2 (Re4+),0.25,0.09285137975704078,0.00735743632134686,-0.15714862024295922
11,ReTa04,1,10.013,Control-derived reference,ReO3 (Re6+),0.15,0.01707375700611154,0.005983287199146866,-0.13292624299388844
11,ReTa04,1,10.013,Control-derived reference,Re2O7 (Re7+),0.1,0.06281656503776238,0.0049086139161744514,-0.037183434962237624
12,ReTa04,2,20.026,Control-derived reference,Re metal,0.5,0.8250123014561689,0.01138839407879592,0.3250123014561689
12,ReTa04,2,20.026,Control-derived reference,ReO2 (Re4+),0.25,0.09298010586402176,0.00763198269138785,-0.15701989413597822
12,ReTa04,2,20.026,Control-derived reference,ReO3 (Re6+),0.15,0.01772411383706579,0.006131824360861203,-0.1322758861629342
12,ReTa04,2,20.026,Control-derived reference,Re2O7 (Re7+),0.1,0.0642834788427435,0.005070817648293015,-0.0357165211572565
13,ReTa04,3,30.039,Control-derived reference,Re metal,0.5,0.8247854357524683,0.011491149785486885,0.3247854357524683
13,ReTa04,3,30.039,Control-derived reference,ReO2 (Re4+),0.25,0.09307159534070854,0.007688902350078643,-0.15692840465929148
13,ReTa04,3,30.039,Control-derived reference,ReO3 (Re6+),0.15,0.01733638360161903,0.0061384565409462145,-0.13266361639838098
13,ReTa04,3,30.039,Control-derived reference,Re2O7 (Re7+),0.1,0.06480658530520413,0.005105937040985323,-0.03519341469479588
14,ReTa04,4,40.051,Control-derived reference,Re metal,0.5,0.8239507705888446,0.011387126883416766,0.3239507705888446
14,ReTa04,4,40.051,Control-derived reference,ReO2 (Re4+),0.25,0.0932641470373569,0.007657978027797304,-0.15673585296264309
14,ReTa04,4,40.051,Control-derived reference,ReO3 (Re6+),0.15,0.017940011306264686,0.006133931472127179,-0.1320599886937353
14,ReTa04,4,40.051,Control-derived reference,Re2O7 (Re7+),0.1,0.06484507106753387,0.005066437970506758,-0.035154928932466134
15,ReTa04,5,50.063,Control-derived reference,Re metal,0.5,0.8248667141377544,0.01142946174038557,0.32486671413775436
15,ReTa04,5,50.063,Control-derived reference,ReO2 (Re4+),0.25,0.09284676260881512,0.007697070102862681,-0.15715323739118486
15,ReTa04,5,50.063,Control-derived reference,ReO3 (Re6+),0.15,0.017715254632323756,0.006179797106024892,-0.13228474536767623
15,ReTa04,5,50.063,Control-derived reference,Re2O7 (Re7+),0.1,0.06457126862110678,0.0050922258677306735,-0.03542873137889323
16,ReTa04,6,60.076,Control-derived reference,Re metal,0.5,0.8253421294134221,0.011451762862974574,0.3253421294134221
16,ReTa04,6,60.076,Control-derived reference,ReO2 (Re4+),0.25,0.09255988743587402,0.007710125336315834,-0.157440112564126
16,ReTa04,6,60.076,Control-derived reference,ReO3 (Re6+),0.15,0.017955791635930262,0.006220564172648959,-0.13204420836406974
16,ReTa04,6,60.076,Control-derived reference,Re2O7 (Re7+),0.1,0.06414219151477356,0.005081729658188265,-0.03585780848522645
17,ReTa04,7,70.089,Control-derived reference,Re metal,0.5,0.8234083055429636,0.011724613360269753,0.3234083055429636
17,ReTa04,7,70.089,Control-derived reference,ReO2 (Re4+),0.25,0.09251977532202696,0.007926273952224774,-0.15748022467797304
17,ReTa04,7,70.089,Control-derived reference,ReO3 (Re6+),0.15,0.018120576771864964,0.006364198527234939,-0.13187942322813503
17,ReTa04,7,70.089,Control-derived reference,Re2O7 (Re7+),0.1,0.06595134236314441,0.005200096799323354,-0.03404865763685559
18,ReTa04,8,80.101,Control-derived reference,Re metal,0.5,0.8246002849908303,0.011424012552146291,0.32460028499083027
18,ReTa04,8,80.101,Control-derived reference,ReO2 (Re4+),0.25,0.09248612295670489,0.007698518753165136,-0.15751387704329511
18,ReTa04,8,80.101,Control-derived reference,ReO3 (Re6+),0.15,0.01795819343760651,0.006262244994181959,-0.13204180656239348
18,ReTa04,8,80.101,Control-derived reference,Re2O7 (Re7+),0.1,0.06495539861485836,0.005089642003320945,-0.03504460138514165
19,ReTa04,9,90.114,Control-derived reference,Re metal,0.5,0.8284279086457823,0.010969777299522279,0.3284279086457823
19,ReTa04,9,90.114,Control-derived reference,ReO2 (Re4+),0.25,0.0923646127334924,0.007368203770474945,-0.1576353872665076
19,ReTa04,9,90.114,Control-derived reference,ReO3 (Re6+),0.15,0.017332935633000777,0.0059606021194723155,-0.1326670643669992
19,ReTa04,9,90.114,Control-derived reference,Re2O7 (Re7+),0.1,0.06187454298772455,0.004886451932970218,-0.03812545701227545
