sample,group,element,species,spin,expected_eV,fitted_eV,stderr_eV,delta_eV,etchlevel,etchtime,depth_order
ReTa03,Unknown,Re4f,Re2O7 (Re7+),7/2,45.5,46.699999999999996,4.0314723965253304e-08,1.1999999999999957,0,0.0,0
ReTa03,Unknown,Re4f,Re2O7 (Re7+),7/2,45.5,46.699999999999996,3.227420766220279e-08,1.1999999999999957,1,10.013,1
ReTa03,Unknown,Re4f,Re2O7 (Re7+),7/2,45.5,46.699999999999996,3.244408370572808e-08,1.1999999999999957,2,20.026,2
ReTa03,Unknown,Re4f,Re2O7 (Re7+),7/2,45.5,46.699999999999996,3.206364207176444e-08,1.1999999999999957,3,30.038,3
ReTa03,Unknown,Re4f,Re2O7 (Re7+),7/2,45.5,46.699999999999996,3.2209499405760854e-08,1.1999999999999957,4,40.051,4
ReTa03,Unknown,Re4f,Re2O7 (Re7+),7/2,45.5,46.699999999999996,3.2125838702848214e-08,1.1999999999999957,5,50.064,5
ReTa03,Unknown,Re4f,Re2O7 (Re7+),7/2,45.5,46.699999999999996,3.2036249983885486e-08,1.1999999999999957,6,60.077,6
ReTa03,Unknown,Re4f,Re2O7 (Re7+),7/2,45.5,46.699999999999996,3.1983309545138836e-08,1.1999999999999957,7,70.09,7
ReTa03,Unknown,Re4f,Re2O7 (Re7+),7/2,45.5,46.699999999999996,3.209228240185679e-08,1.1999999999999957,8,80.103,8
ReTa03,Unknown,Re4f,Re2O7 (Re7+),7/2,45.5,46.699999999999996,3.224830312224727e-08,1.1999999999999957,9,90.115,9
ReTa03,Unknown,Re4f,ReO2 (Re4+),5/2,44.7,44.22557366333578,0.00886964259275953,-0.47442633666422296,0,0.0,0
ReTa03,Unknown,Re4f,ReO2 (Re4+),5/2,44.7,44.23504355397215,0.01068288722866018,-0.46495644602785546,1,10.013,1
ReTa03,Unknown,Re4f,ReO2 (Re4+),5/2,44.7,44.235918896890844,0.011162322659854887,-0.46408110310915873,2,20.026,2
ReTa03,Unknown,Re4f,ReO2 (Re4+),5/2,44.7,44.2342948511469,0.010705617211157994,-0.4657051488531039,3,30.038,3
ReTa03,Unknown,Re4f,ReO2 (Re4+),5/2,44.7,44.2358715253718,0.01100556588844312,-0.46412847462820395,4,40.051,4
ReTa03,Unknown,Re4f,ReO2 (Re4+),5/2,44.7,44.23531914923414,0.010727200950137948,-0.4646808507658662,5,50.064,5
ReTa03,Unknown,Re4f,ReO2 (Re4+),5/2,44.7,44.235339397720274,0.010662344182529981,-0.4646606022797286,6,60.077,6
ReTa03,Unknown,Re4f,ReO2 (Re4+),5/2,44.7,44.235471132487895,0.01095669483777707,-0.464528867512108,7,70.09,7
ReTa03,Unknown,Re4f,ReO2 (Re4+),5/2,44.7,44.234235390581375,0.010456189167550778,-0.46576460941862763,8,80.103,8
ReTa03,Unknown,Re4f,ReO2 (Re4+),5/2,44.7,44.23572873294287,0.010714665500271987,-0.4642712670571356,9,90.115,9
ReTa03,Unknown,Re4f,ReO2 (Re4+),7/2,42.3,41.8,3.3908476427993913e-09,-0.5,0,0.0,0
ReTa03,Unknown,Re4f,ReO2 (Re4+),7/2,42.3,41.8,1.17302304508897e-17,-0.5,1,10.013,1
ReTa03,Unknown,Re4f,ReO2 (Re4+),7/2,42.3,41.8,1.2060016274288587e-17,-0.5,2,20.026,2
ReTa03,Unknown,Re4f,ReO2 (Re4+),7/2,42.3,41.8,1.1545343244284728e-17,-0.5,3,30.038,3
ReTa03,Unknown,Re4f,ReO2 (Re4+),7/2,42.3,41.8,1.2062726533113136e-17,-0.5,4,40.051,4
ReTa03,Unknown,Re4f,ReO2 (Re4+),7/2,42.3,41.8,1.1971472979823401e-17,-0.5,5,50.064,5
ReTa03,Unknown,Re4f,ReO2 (Re4+),7/2,42.3,41.8,1.1673080721277887e-17,-0.5,6,60.077,6
ReTa03,Unknown,Re4f,ReO2 (Re4+),7/2,42.3,41.8,1.2260231552835717e-17,-0.5,7,70.09,7
ReTa03,Unknown,Re4f,ReO2 (Re4+),7/2,42.3,41.8,1.167785294579139e-17,-0.5,8,80.103,8
ReTa03,Unknown,Re4f,ReO2 (Re4+),7/2,42.3,41.8,1.2052404976346573e-17,-0.5,9,90.115,9
ReTa03,Unknown,Re4f,ReO3 (Re6+),5/2,45.5,45.91702341091302,0.07124110578740595,0.41702341091301776,0,0.0,0
ReTa03,Unknown,Re4f,ReO3 (Re6+),5/2,45.5,45.5934057454068,0.189387992490497,0.09340574540679825,1,10.013,1
ReTa03,Unknown,Re4f,ReO3 (Re6+),5/2,45.5,45.57988083461065,0.19349028908018093,0.07988083461064832,2,20.026,2
ReTa03,Unknown,Re4f,ReO3 (Re6+),5/2,45.5,45.590185352706705,0.18564347458955505,0.09018535270670469,3,30.038,3
ReTa03,Unknown,Re4f,ReO3 (Re6+),5/2,45.5,45.56506682351213,0.18712659583714805,0.065066823512133,4,40.051,4
ReTa03,Unknown,Re4f,ReO3 (Re6+),5/2,45.5,45.588822215981665,0.19325983121390486,0.08882221598166495,5,50.064,5
ReTa03,Unknown,Re4f,ReO3 (Re6+),5/2,45.5,45.575188833404646,0.1868498464776475,0.07518883340464555,6,60.077,6
ReTa03,Unknown,Re4f,ReO3 (Re6+),5/2,45.5,45.582233871747164,0.1959995355792913,0.08223387174716379,7,70.09,7
ReTa03,Unknown,Re4f,ReO3 (Re6+),5/2,45.5,45.59058098113536,0.18529394003085203,0.09058098113536062,8,80.103,8
ReTa03,Unknown,Re4f,ReO3 (Re6+),5/2,45.5,45.5811374633436,0.19224947366067466,0.08113746334360172,9,90.115,9
ReTa03,Unknown,Re4f,ReO3 (Re6+),7/2,43.1,43.491449747577235,0.07334616930699042,0.3914497475772336,0,0.0,0
ReTa03,Unknown,Re4f,ReO3 (Re6+),7/2,43.1,43.15836219143465,0.19373882171776574,0.058362191434646604,1,10.013,1
ReTa03,Unknown,Re4f,ReO3 (Re6+),7/2,43.1,43.1439619377198,0.19808545557709914,0.04396193771979995,2,20.026,2
ReTa03,Unknown,Re4f,ReO3 (Re6+),7/2,43.1,43.1558905015598,0.19003717247562968,0.055890501559801464,3,30.038,3
ReTa03,Unknown,Re4f,ReO3 (Re6+),7/2,43.1,43.12919529814033,0.19170053762156194,0.02919529814032984,4,40.051,4
ReTa03,Unknown,Re4f,ReO3 (Re6+),7/2,43.1,43.153503066747525,0.19757165560983503,0.05350306674752403,5,50.064,5
ReTa03,Unknown,Re4f,ReO3 (Re6+),7/2,43.1,43.13984943568437,0.19123228156528446,0.03984943568436705,6,60.077,6
ReTa03,Unknown,Re4f,ReO3 (Re6+),7/2,43.1,43.146762739259266,0.20041496573861936,0.04676273925926466,7,70.09,7
ReTa03,Unknown,Re4f,ReO3 (Re6+),7/2,43.1,43.15634559055398,0.1894974073498854,0.05634559055398114,8,80.103,8
ReTa03,Unknown,Re4f,ReO3 (Re6+),7/2,43.1,43.14540873040073,0.19655929431901512,0.045408730400730235,9,90.115,9
ReTa03,Unknown,Ta4f,Ta alloy,5/2,25.9,26.589999999999993,0.0,0.6899999999999942,0,0.0,0
ReTa03,Unknown,Ta4f,Ta alloy,5/2,25.9,26.589999999999993,0.0,0.6899999999999942,1,10.013,1
ReTa03,Unknown,Ta4f,Ta alloy,5/2,25.9,26.589999999999993,0.0,0.6899999999999942,2,20.026,2
ReTa03,Unknown,Ta4f,Ta alloy,5/2,25.9,26.589999999999993,0.0,0.6899999999999942,3,30.038,3
ReTa03,Unknown,Ta4f,Ta alloy,5/2,25.9,26.589999999999993,0.0,0.6899999999999942,4,40.051,4
ReTa03,Unknown,Ta4f,Ta alloy,5/2,25.9,26.589999999999993,0.0,0.6899999999999942,5,50.064,5
ReTa03,Unknown,Ta4f,Ta alloy,5/2,25.9,26.589999999999993,0.0,0.6899999999999942,6,60.077,6
ReTa03,Unknown,Ta4f,Ta alloy,5/2,25.9,26.589999999999993,0.0,0.6899999999999942,7,70.09,7
ReTa03,Unknown,Ta4f,Ta alloy,5/2,25.9,26.589999999999993,0.0,0.6899999999999942,8,80.103,8
ReTa03,Unknown,Ta4f,Ta alloy,5/2,25.9,26.589999999999993,0.0,0.6899999999999942,9,90.115,9
ReTa03,Unknown,Ta4f,Ta alloy,7/2,24.0,24.699999999999996,0.0,0.6999999999999957,0,0.0,0
ReTa03,Unknown,Ta4f,Ta alloy,7/2,24.0,24.699999999999996,0.0,0.6999999999999957,1,10.013,1
ReTa03,Unknown,Ta4f,Ta alloy,7/2,24.0,24.699999999999996,0.0,0.6999999999999957,2,20.026,2
ReTa03,Unknown,Ta4f,Ta alloy,7/2,24.0,24.699999999999996,0.0,0.6999999999999957,3,30.038,3
ReTa03,Unknown,Ta4f,Ta alloy,7/2,24.0,24.699999999999996,0.0,0.6999999999999957,4,40.051,4
ReTa03,Unknown,Ta4f,Ta alloy,7/2,24.0,24.699999999999996,0.0,0.6999999999999957,5,50.064,5
ReTa03,Unknown,Ta4f,Ta alloy,7/2,24.0,24.699999999999996,0.0,0.6999999999999957,6,60.077,6
ReTa03,Unknown,Ta4f,Ta alloy,7/2,24.0,24.699999999999996,0.0,0.6999999999999957,7,70.09,7
ReTa03,Unknown,Ta4f,Ta alloy,7/2,24.0,24.699999999999996,0.0,0.6999999999999957,8,80.103,8
ReTa03,Unknown,Ta4f,Ta alloy,7/2,24.0,24.699999999999996,0.0,0.6999999999999957,9,90.115,9
ReTa03,Unknown,Ta4f,Ta interface,5/2,24.3,24.607816755667727,0.0,0.3078167556677265,0,0.0,0
ReTa03,Unknown,Ta4f,Ta interface,5/2,24.3,24.459372021081833,0.0,0.15937202108183257,1,10.013,1
ReTa03,Unknown,Ta4f,Ta interface,5/2,24.3,24.45521704488657,0.0,0.1552170448865695,2,20.026,2
ReTa03,Unknown,Ta4f,Ta interface,5/2,24.3,24.45743376289011,0.0,0.1574337628901077,3,30.038,3
ReTa03,Unknown,Ta4f,Ta interface,5/2,24.3,24.460995856795073,0.0,0.160995856795072,4,40.051,4
ReTa03,Unknown,Ta4f,Ta interface,5/2,24.3,24.46039274330518,0.0,0.16039274330518083,5,50.064,5
ReTa03,Unknown,Ta4f,Ta interface,5/2,24.3,24.457113467743042,0.0,0.15711346774304147,6,60.077,6
ReTa03,Unknown,Ta4f,Ta interface,5/2,24.3,24.45536200651956,0.0,0.15536200651956023,7,70.09,7
ReTa03,Unknown,Ta4f,Ta interface,5/2,24.3,24.453733502282287,0.0,0.15373350228228588,8,80.103,8
ReTa03,Unknown,Ta4f,Ta interface,5/2,24.3,24.455867998029024,0.0,0.15586799802902362,9,90.115,9
ReTa03,Unknown,Ta4f,Ta interface,7/2,22.4,22.71781675566773,0.0,0.3178167556677316,0,0.0,0
ReTa03,Unknown,Ta4f,Ta interface,7/2,22.4,22.569372021081836,0.0,0.1693720210818377,1,10.013,1
ReTa03,Unknown,Ta4f,Ta interface,7/2,22.4,22.565217044886573,0.0,0.16521704488657463,2,20.026,2
ReTa03,Unknown,Ta4f,Ta interface,7/2,22.4,22.56743376289011,0.0,0.1674337628901128,3,30.038,3
ReTa03,Unknown,Ta4f,Ta interface,7/2,22.4,22.570995856795076,0.0,0.17099585679507712,4,40.051,4
ReTa03,Unknown,Ta4f,Ta interface,7/2,22.4,22.570392743305185,0.0,0.17039274330518595,5,50.064,5
ReTa03,Unknown,Ta4f,Ta interface,7/2,22.4,22.567113467743045,0.0,0.16711346774304658,6,60.077,6
ReTa03,Unknown,Ta4f,Ta interface,7/2,22.4,22.565362006519564,0.0,0.16536200651956534,7,70.09,7
ReTa03,Unknown,Ta4f,Ta interface,7/2,22.4,22.56373350228229,0.0,0.163733502282291,8,80.103,8
ReTa03,Unknown,Ta4f,Ta interface,7/2,22.4,22.565867998029027,0.0,0.16586799802902874,9,90.115,9
ReTa03,Unknown,Ta4f,Ta metal,5/2,23.9,24.089999999999993,0.0,0.18999999999999417,0,0.0,0
ReTa03,Unknown,Ta4f,Ta metal,5/2,23.9,24.089999999999993,0.0,0.18999999999999417,1,10.013,1
ReTa03,Unknown,Ta4f,Ta metal,5/2,23.9,24.089999999999993,0.0,0.18999999999999417,2,20.026,2
ReTa03,Unknown,Ta4f,Ta metal,5/2,23.9,24.089999999999993,0.0,0.18999999999999417,3,30.038,3
ReTa03,Unknown,Ta4f,Ta metal,5/2,23.9,24.089999999999993,0.0,0.18999999999999417,4,40.051,4
ReTa03,Unknown,Ta4f,Ta metal,5/2,23.9,24.089999999999993,0.0,0.18999999999999417,5,50.064,5
ReTa03,Unknown,Ta4f,Ta metal,5/2,23.9,24.089999999999993,0.0,0.18999999999999417,6,60.077,6
ReTa03,Unknown,Ta4f,Ta metal,5/2,23.9,24.089999999999993,0.0,0.18999999999999417,7,70.09,7
ReTa03,Unknown,Ta4f,Ta metal,5/2,23.9,24.089999999999993,0.0,0.18999999999999417,8,80.103,8
ReTa03,Unknown,Ta4f,Ta metal,5/2,23.9,24.089999999999993,0.0,0.18999999999999417,9,90.115,9
ReTa03,Unknown,Ta4f,Ta metal,7/2,22.0,22.199999999999996,0.0,0.19999999999999574,0,0.0,0
ReTa03,Unknown,Ta4f,Ta metal,7/2,22.0,22.199999999999996,0.0,0.19999999999999574,1,10.013,1
ReTa03,Unknown,Ta4f,Ta metal,7/2,22.0,22.199999999999996,0.0,0.19999999999999574,2,20.026,2
ReTa03,Unknown,Ta4f,Ta metal,7/2,22.0,22.199999999999996,0.0,0.19999999999999574,3,30.038,3
ReTa03,Unknown,Ta4f,Ta metal,7/2,22.0,22.199999999999996,0.0,0.19999999999999574,4,40.051,4
ReTa03,Unknown,Ta4f,Ta metal,7/2,22.0,22.199999999999996,0.0,0.19999999999999574,5,50.064,5
ReTa03,Unknown,Ta4f,Ta metal,7/2,22.0,22.199999999999996,0.0,0.19999999999999574,6,60.077,6
ReTa03,Unknown,Ta4f,Ta metal,7/2,22.0,22.199999999999996,0.0,0.19999999999999574,7,70.09,7
ReTa03,Unknown,Ta4f,Ta metal,7/2,22.0,22.199999999999996,0.0,0.19999999999999574,8,80.103,8
ReTa03,Unknown,Ta4f,Ta metal,7/2,22.0,22.199999999999996,0.0,0.19999999999999574,9,90.115,9
ReTa03,Unknown,Ta4f,Ta+1,5/2,24.6,24.789682024078548,0.0,0.18968202407854662,0,0.0,0
ReTa03,Unknown,Ta4f,Ta+1,5/2,24.6,24.61579351284749,0.0,0.015793512847487534,1,10.013,1
ReTa03,Unknown,Ta4f,Ta+1,5/2,24.6,24.591175614144678,0.0,-0.008824385855323413,2,20.026,2
ReTa03,Unknown,Ta4f,Ta+1,5/2,24.6,24.5909315856607,0.0,-0.009068414339299835,3,30.038,3
ReTa03,Unknown,Ta4f,Ta+1,5/2,24.6,24.58876069823866,0.0,-0.011239301761342801,4,40.051,4
ReTa03,Unknown,Ta4f,Ta+1,5/2,24.6,24.587412555420855,0.0,-0.012587444579146734,5,50.064,5
ReTa03,Unknown,Ta4f,Ta+1,5/2,24.6,24.58452738880217,0.0,-0.01547261119783272,6,60.077,6
ReTa03,Unknown,Ta4f,Ta+1,5/2,24.6,24.583252293649302,0.0,-0.016747706350699332,7,70.09,7
ReTa03,Unknown,Ta4f,Ta+1,5/2,24.6,24.58111866901906,0.0,-0.01888133098094258,8,80.103,8
ReTa03,Unknown,Ta4f,Ta+1,5/2,24.6,24.58226064758278,0.0,-0.01773935241722313,9,90.115,9
ReTa03,Unknown,Ta4f,Ta+1,7/2,22.7,22.89968202407855,0.0,0.19968202407855173,0,0.0,0
ReTa03,Unknown,Ta4f,Ta+1,7/2,22.7,22.725793512847492,0.0,0.02579351284749265,1,10.013,1
ReTa03,Unknown,Ta4f,Ta+1,7/2,22.7,22.70117561414468,0.0,0.0011756141446817026,2,20.026,2
ReTa03,Unknown,Ta4f,Ta+1,7/2,22.7,22.700931585660705,0.0,0.0009315856607052808,3,30.038,3
ReTa03,Unknown,Ta4f,Ta+1,7/2,22.7,22.69876069823866,0.0,-0.0012393017613376855,4,40.051,4
ReTa03,Unknown,Ta4f,Ta+1,7/2,22.7,22.697412555420858,0.0,-0.002587444579141618,5,50.064,5
ReTa03,Unknown,Ta4f,Ta+1,7/2,22.7,22.69452738880217,0.0,-0.005472611197827604,6,60.077,6
ReTa03,Unknown,Ta4f,Ta+1,7/2,22.7,22.693252293649305,0.0,-0.006747706350694216,7,70.09,7
ReTa03,Unknown,Ta4f,Ta+1,7/2,22.7,22.691118669019062,0.0,-0.008881330980937463,8,80.103,8
ReTa03,Unknown,Ta4f,Ta+1,7/2,22.7,22.69226064758278,0.0,-0.007739352417218015,9,90.115,9
ReTa03,Unknown,Ta4f,Ta+3,5/2,26.1,25.682409832059747,0.0,-0.4175901679402543,0,0.0,0
ReTa03,Unknown,Ta4f,Ta+3,5/2,26.1,25.597636831172675,0.0,-0.5023631688273262,1,10.013,1
ReTa03,Unknown,Ta4f,Ta+3,5/2,26.1,25.515367842473285,0.0,-0.5846321575267162,2,20.026,2
ReTa03,Unknown,Ta4f,Ta+3,5/2,26.1,25.512089285242688,0.0,-0.5879107147573137,3,30.038,3
ReTa03,Unknown,Ta4f,Ta+3,5/2,26.1,25.509891649715918,0.0,-0.5901083502840834,4,40.051,4
ReTa03,Unknown,Ta4f,Ta+3,5/2,26.1,25.51507660484787,0.0,-0.5849233951521313,5,50.064,5
ReTa03,Unknown,Ta4f,Ta+3,5/2,26.1,25.508464394714142,0.0,-0.5915356052858591,6,60.077,6
ReTa03,Unknown,Ta4f,Ta+3,5/2,26.1,25.50677585695174,0.0,-0.5932241430482605,7,70.09,7
ReTa03,Unknown,Ta4f,Ta+3,5/2,26.1,25.505829408967756,0.0,-0.5941705910322455,8,80.103,8
ReTa03,Unknown,Ta4f,Ta+3,5/2,26.1,25.50864797976378,0.0,-0.5913520202362221,9,90.115,9
ReTa03,Unknown,Ta4f,Ta+3,7/2,24.2,23.79240983205975,0.0,-0.40759016794024916,0,0.0,0
ReTa03,Unknown,Ta4f,Ta+3,7/2,24.2,23.707636831172678,0.0,-0.4923631688273211,1,10.013,1
ReTa03,Unknown,Ta4f,Ta+3,7/2,24.2,23.62536784247329,0.0,-0.574632157526711,2,20.026,2
ReTa03,Unknown,Ta4f,Ta+3,7/2,24.2,23.62208928524269,0.0,-0.5779107147573086,3,30.038,3
ReTa03,Unknown,Ta4f,Ta+3,7/2,24.2,23.61989164971592,0.0,-0.5801083502840783,4,40.051,4
ReTa03,Unknown,Ta4f,Ta+3,7/2,24.2,23.625076604847873,0.0,-0.5749233951521262,5,50.064,5
ReTa03,Unknown,Ta4f,Ta+3,7/2,24.2,23.618464394714145,0.0,-0.581535605285854,6,60.077,6
ReTa03,Unknown,Ta4f,Ta+3,7/2,24.2,23.616775856951744,0.0,-0.5832241430482554,7,70.09,7
ReTa03,Unknown,Ta4f,Ta+3,7/2,24.2,23.61582940896776,0.0,-0.5841705910322403,8,80.103,8
ReTa03,Unknown,Ta4f,Ta+3,7/2,24.2,23.618647979763782,0.0,-0.581352020236217,9,90.115,9
ReTa03,Unknown,Ta4f,Ta+5 (Ta2O5),5/2,28.7,28.056728759625596,0.0,-0.6432712403744034,0,0.0,0
ReTa03,Unknown,Ta4f,Ta+5 (Ta2O5),5/2,28.7,27.890000000000004,0.0,-0.8099999999999952,1,10.013,1
ReTa03,Unknown,Ta4f,Ta+5 (Ta2O5),5/2,28.7,27.89000000000002,0.0,-0.809999999999981,2,20.026,2
ReTa03,Unknown,Ta4f,Ta+5 (Ta2O5),5/2,28.7,27.889999999999997,0.0,-0.8100000000000023,3,30.038,3
ReTa03,Unknown,Ta4f,Ta+5 (Ta2O5),5/2,28.7,27.889999999999997,0.0,-0.8100000000000023,4,40.051,4
ReTa03,Unknown,Ta4f,Ta+5 (Ta2O5),5/2,28.7,27.889999999999997,0.0,-0.8100000000000023,5,50.064,5
ReTa03,Unknown,Ta4f,Ta+5 (Ta2O5),5/2,28.7,27.889999999999997,0.0,-0.8100000000000023,6,60.077,6
ReTa03,Unknown,Ta4f,Ta+5 (Ta2O5),5/2,28.7,27.889999999999997,0.0,-0.8100000000000023,7,70.09,7
ReTa03,Unknown,Ta4f,Ta+5 (Ta2O5),5/2,28.7,27.889999999999997,0.0,-0.8100000000000023,8,80.103,8
ReTa03,Unknown,Ta4f,Ta+5 (Ta2O5),5/2,28.7,27.889999999999997,0.0,-0.8100000000000023,9,90.115,9
ReTa03,Unknown,Ta4f,Ta+5 (Ta2O5),7/2,26.8,26.1667287596256,0.0,-0.6332712403744019,0,0.0,0
ReTa03,Unknown,Ta4f,Ta+5 (Ta2O5),7/2,26.8,26.000000000000007,0.0,-0.7999999999999936,1,10.013,1
ReTa03,Unknown,Ta4f,Ta+5 (Ta2O5),7/2,26.8,26.00000000000002,0.0,-0.7999999999999794,2,20.026,2
ReTa03,Unknown,Ta4f,Ta+5 (Ta2O5),7/2,26.8,26.0,0.0,-0.8000000000000007,3,30.038,3
ReTa03,Unknown,Ta4f,Ta+5 (Ta2O5),7/2,26.8,26.0,0.0,-0.8000000000000007,4,40.051,4
ReTa03,Unknown,Ta4f,Ta+5 (Ta2O5),7/2,26.8,26.0,0.0,-0.8000000000000007,5,50.064,5
ReTa03,Unknown,Ta4f,Ta+5 (Ta2O5),7/2,26.8,26.0,0.0,-0.8000000000000007,6,60.077,6
ReTa03,Unknown,Ta4f,Ta+5 (Ta2O5),7/2,26.8,26.0,0.0,-0.8000000000000007,7,70.09,7
ReTa03,Unknown,Ta4f,Ta+5 (Ta2O5),7/2,26.8,26.0,0.0,-0.8000000000000007,8,80.103,8
ReTa03,Unknown,Ta4f,Ta+5 (Ta2O5),7/2,26.8,26.0,0.0,-0.8000000000000007,9,90.115,9
ReTa04,Unknown,Re4f,Re metal,5/2,42.7,43.10631248287852,0.01091229545921495,0.4063124828785192,0,0.0,0
ReTa04,Unknown,Re4f,Re metal,5/2,42.7,43.05099201818505,0.008237350685548263,0.3509920181850461,1,10.013,1
ReTa04,Unknown,Re4f,Re metal,5/2,42.7,43.05424339177211,0.008608371638874249,0.3542433917721084,2,20.026,2
ReTa04,Unknown,Re4f,Re metal,5/2,42.7,43.05314061552809,0.008673384338735777,0.3531406155280905,3,30.039,3
ReTa04,Unknown,Re4f,Re metal,5/2,42.7,43.055129764405194,0.008623354997375501,0.3551297644051914,4,40.051,4
ReTa04,Unknown,Re4f,Re metal,5/2,42.7,43.054148828193284,0.008625453774799159,0.3541488281932814,5,50.063,5
ReTa04,Unknown,Re4f,Re metal,5/2,42.7,43.05775375861995,0.008649915563476563,0.35775375861994974,6,60.076,6
ReTa04,Unknown,Re4f,Re metal,5/2,42.7,43.05881309923859,0.008865192617987986,0.3588130992385885,7,70.089,7
ReTa04,Unknown,Re4f,Re metal,5/2,42.7,43.05518264878382,0.008703148557874067,0.355182648783817,8,80.101,8
ReTa04,Unknown,Re4f,Re metal,5/2,42.7,43.053563968419766,0.008269344287523454,0.35356396841976334,9,90.114,9
ReTa04,Unknown,Re4f,Re metal,7/2,40.3,40.6536530382758,0.005757984594344599,0.35365303827580163,0,0.0,0
ReTa04,Unknown,Re4f,Re metal,7/2,40.3,40.59675340677585,0.0054499980159504555,0.2967534067758564,1,10.013,1
ReTa04,Unknown,Re4f,Re metal,7/2,40.3,40.59727716563042,0.0056885353411525,0.29727716563042605,2,20.026,2
ReTa04,Unknown,Re4f,Re metal,7/2,40.3,40.596881895702495,0.005753390285611721,0.2968818957024979,3,30.039,3
ReTa04,Unknown,Re4f,Re metal,7/2,40.3,40.5981378795178,0.005710016089840874,0.29813787951780313,4,40.051,4
ReTa04,Unknown,Re4f,Re metal,7/2,40.3,40.5979710142906,0.005707604679670658,0.2979710142906029,5,50.063,5
ReTa04,Unknown,Re4f,Re metal,7/2,40.3,40.60042698344759,0.005732474825018108,0.30042698344759344,6,60.076,6
