week,boe_mean,boe_sem,control_mean,control_sem,difference,difference_sem
0,1.3931982555895088,0.0,3.399511172586887,0.0,-2.006312916997378,0.0
1,2.190617207750298,0.0,3.371576087132057,0.0,-1.180958879381759,0.0
2,2.409431487603538,0.0,3.339188445022082,0.0,-0.9297569574185438,0.0
3,2.380681492558941,0.0,3.422567452126584,0.0,-1.0418859595676433,0.0
