index,sample,etchlevel,etchtime,species,expected_sigma_eV,fitted_sigma_eV,fitted_stderr,delta_eV
16,ReTa04,5.0,50.063,Ta+5 (Ta2O5),0.2,0.2547201693382589,0.008577637613949123,0.054720169338258906
17,ReTa04,6.0,60.076,Ta metal,0.1,0.15803285155581817,0.007051510905779042,0.058032851555818166
17,ReTa04,6.0,60.076,Ta interface,0.1,0.15803285155581817,0.007051510894082435,0.058032851555818166
17,ReTa04,6.0,60.076,Ta alloy,0.1,0.15803285155581817,0.007051510894082435,0.058032851555818166
17,ReTa04,6.0,60.076,Ta+1,0.2,0.25463210159906313,0.00852521142068068,0.05463210159906312
17,ReTa04,6.0,60.076,Ta+3,0.2,0.25463210159906313,0.00852521142068068,0.05463210159906312
17,ReTa04,6.0,60.076,Ta+5 (Ta2O5),0.2,0.25463210159906313,0.00852521139635724,0.05463210159906312
18,ReTa04,7.0,70.089,Ta metal,0.1,0.15881937208033176,0.007146617980654415,0.05881937208033175
18,ReTa04,7.0,70.089,Ta interface,0.1,0.15881937208033176,0.007146617969587756,0.05881937208033175
18,ReTa04,7.0,70.089,Ta alloy,0.1,0.15881937208033176,0.007146617969587756,0.05881937208033175
18,ReTa04,7.0,70.089,Ta+1,0.2,0.25510390094278923,0.00860970204473188,0.05510390094278922
18,ReTa04,7.0,70.089,Ta+3,0.2,0.25510390094278923,0.00860970204473188,0.05510390094278922
18,ReTa04,7.0,70.089,Ta+5 (Ta2O5),0.2,0.25510390094278923,0.008609702041834665,0.05510390094278922
19,ReTa04,8.0,80.101,Ta metal,0.1,0.15802568546777623,0.007019774704398627,0.05802568546777623
19,ReTa04,8.0,80.101,Ta interface,0.1,0.15802568546777623,0.007019774714616411,0.05802568546777623
19,ReTa04,8.0,80.101,Ta alloy,0.1,0.15802568546777623,0.007019774714616411,0.05802568546777623
19,ReTa04,8.0,80.101,Ta+1,0.2,0.2541432109196421,0.008473362525722457,0.05414321091964208
19,ReTa04,8.0,80.101,Ta+3,0.2,0.2541432109196421,0.008473362525722457,0.05414321091964208
19,ReTa04,8.0,80.101,Ta+5 (Ta2O5),0.2,0.2541432109196421,0.008473362552118184,0.05414321091964208
20,ReTa04,9.0,90.114,Ta metal,0.1,0.15653060499159846,0.007234514536766499,0.056530604991598454
20,ReTa04,9.0,90.114,Ta interface,0.1,0.15653060499159846,0.007234514523186086,0.056530604991598454
20,ReTa04,9.0,90.114,Ta alloy,0.1,0.15653060499159846,0.007234514523186086,0.056530604991598454
20,ReTa04,9.0,90.114,Ta+1,0.2,0.2636110746295539,0.008433011105519424,0.0636110746295539
20,ReTa04,9.0,90.114,Ta+3,0.2,0.2636110746295539,0.008433011105519424,0.0636110746295539
20,ReTa04,9.0,90.114,Ta+5 (Ta2O5),0.2,0.2636110746295539,0.008433011108479011,0.0636110746295539
21,ReTa04,,,Ta metal,0.1,0.14115928146170997,0.0,0.04115928146170997
21,ReTa04,,,Ta interface,0.1,0.14115928146170997,0.0,0.04115928146170997
21,ReTa04,,,Ta alloy,0.1,0.14115928146170997,0.0,0.04115928146170997
21,ReTa04,,,Ta+1,0.2,0.5533737694626006,0.0,0.35337376946260063
21,ReTa04,,,Ta+3,0.2,0.5533737694626006,0.0,0.35337376946260063
21,ReTa04,,,Ta+5 (Ta2O5),0.2,0.5533737694626006,0.0,0.35337376946260063
