index,sample,etchlevel,etchtime,species,expected_sigma_eV,fitted_sigma_eV,fitted_stderr,delta_eV
0,ReTa03,0.0,0.0,Ta metal,0.1,0.19999999999999973,2.8128587839820484e-09,0.09999999999999973
0,ReTa03,0.0,0.0,Ta interface,0.1,0.19999999999999973,2.8128587866017315e-09,0.09999999999999973
0,ReTa03,0.0,0.0,Ta alloy,0.1,0.19999999999999973,2.8128587866017315e-09,0.09999999999999973
0,ReTa03,0.0,0.0,Ta+1,0.2,0.3808151874129549,0.04001008507240519,0.18081518741295488
0,ReTa03,0.0,0.0,Ta+3,0.2,0.3808151874129549,0.04001008507240519,0.18081518741295488
0,ReTa03,0.0,0.0,Ta+5 (Ta2O5),0.2,0.3808151874129549,0.04001008506650373,0.18081518741295488
1,ReTa03,1.0,10.013,Ta metal,0.1,0.1999999999999712,4.347443968221412e-08,0.0999999999999712
1,ReTa03,1.0,10.013,Ta interface,0.1,0.1999999999999712,4.3474439722709124e-08,0.0999999999999712
1,ReTa03,1.0,10.013,Ta alloy,0.1,0.1999999999999712,4.3474439722709124e-08,0.0999999999999712
1,ReTa03,1.0,10.013,Ta+1,0.2,0.34983157612563504,0.00957389819799833,0.14983157612563502
1,ReTa03,1.0,10.013,Ta+3,0.2,0.34983157612563504,0.00957389819799833,0.14983157612563502
1,ReTa03,1.0,10.013,Ta+5 (Ta2O5),0.2,0.34983157612563504,0.009573898214359725,0.14983157612563502
2,ReTa03,2.0,20.026,Ta metal,0.1,0.19999999999999996,1.0841786112175103e-09,0.09999999999999995
2,ReTa03,2.0,20.026,Ta interface,0.1,0.19999999999999996,1.084178612227231e-09,0.09999999999999995
2,ReTa03,2.0,20.026,Ta alloy,0.1,0.19999999999999996,1.084178612227231e-09,0.09999999999999995
2,ReTa03,2.0,20.026,Ta+1,0.2,0.3370972028060674,0.006016662314453602,0.1370972028060674
2,ReTa03,2.0,20.026,Ta+3,0.2,0.3370972028060674,0.006016662314453602,0.1370972028060674
2,ReTa03,2.0,20.026,Ta+5 (Ta2O5),0.2,0.3370972028060674,0.006016662304584471,0.1370972028060674
3,ReTa03,3.0,30.038,Ta metal,0.1,0.19999999999999984,1.6915955655134521e-09,0.09999999999999984
3,ReTa03,3.0,30.038,Ta interface,0.1,0.19999999999999984,1.6915955670888761e-09,0.09999999999999984
3,ReTa03,3.0,30.038,Ta alloy,0.1,0.19999999999999984,1.6915955670888761e-09,0.09999999999999984
3,ReTa03,3.0,30.038,Ta+1,0.2,0.3320882228181966,0.005686704570017923,0.1320882228181966
3,ReTa03,3.0,30.038,Ta+3,0.2,0.3320882228181966,0.005686704570017923,0.1320882228181966
3,ReTa03,3.0,30.038,Ta+5 (Ta2O5),0.2,0.3320882228181966,0.005686704571576512,0.1320882228181966
4,ReTa03,4.0,40.051,Ta metal,0.1,0.2,2.745477825892906e-10,0.1
4,ReTa03,4.0,40.051,Ta interface,0.1,0.2,2.745477828449833e-10,0.1
4,ReTa03,4.0,40.051,Ta alloy,0.1,0.2,2.745477828449833e-10,0.1
4,ReTa03,4.0,40.051,Ta+1,0.2,0.32934663504957934,0.005471738981260524,0.12934663504957933
4,ReTa03,4.0,40.051,Ta+3,0.2,0.32934663504957934,0.005471738981260524,0.12934663504957933
4,ReTa03,4.0,40.051,Ta+5 (Ta2O5),0.2,0.32934663504957934,0.005471738991262184,0.12934663504957933
5,ReTa03,5.0,50.064,Ta metal,0.1,0.19999999999999996,8.098252557654343e-10,0.09999999999999995
5,ReTa03,5.0,50.064,Ta interface,0.1,0.19999999999999996,8.098252565196439e-10,0.09999999999999995
5,ReTa03,5.0,50.064,Ta alloy,0.1,0.19999999999999996,8.098252565196439e-10,0.09999999999999995
5,ReTa03,5.0,50.064,Ta+1,0.2,0.33083084846300304,0.005614535455258879,0.13083084846300302
5,ReTa03,5.0,50.064,Ta+3,0.2,0.33083084846300304,0.005614535455258879,0.13083084846300302
5,ReTa03,5.0,50.064,Ta+5 (Ta2O5),0.2,0.33083084846300304,0.0056145354657558206,0.13083084846300302
6,ReTa03,6.0,60.077,Ta metal,0.1,0.19999999999999907,3.459082725322511e-09,0.09999999999999906
6,ReTa03,6.0,60.077,Ta interface,0.1,0.19999999999999907,3.4590827285440484e-09,0.09999999999999906
6,ReTa03,6.0,60.077,Ta alloy,0.1,0.19999999999999907,3.4590827285440484e-09,0.09999999999999906
6,ReTa03,6.0,60.077,Ta+1,0.2,0.32854530926849845,0.005404561145770811,0.12854530926849844
6,ReTa03,6.0,60.077,Ta+3,0.2,0.32854530926849845,0.005404561145770811,0.12854530926849844
6,ReTa03,6.0,60.077,Ta+5 (Ta2O5),0.2,0.32854530926849845,0.0054045611402647456,0.12854530926849844
7,ReTa03,7.0,70.09,Ta metal,0.1,0.19999999999999993,1.1501371975804056e-09,0.09999999999999992
7,ReTa03,7.0,70.09,Ta interface,0.1,0.19999999999999993,1.1501371986515552e-09,0.09999999999999992
7,ReTa03,7.0,70.09,Ta alloy,0.1,0.19999999999999993,1.1501371986515552e-09,0.09999999999999992
7,ReTa03,7.0,70.09,Ta+1,0.2,0.3288109315530541,0.005393407165737922,0.12881093155305406
7,ReTa03,7.0,70.09,Ta+3,0.2,0.3288109315530541,0.005393407165737922,0.12881093155305406
7,ReTa03,7.0,70.09,Ta+5 (Ta2O5),0.2,0.3288109315530541,0.005393407156525043,0.12881093155305406
8,ReTa03,8.0,80.103,Ta metal,0.1,0.2,2.0319318411949534e-10,0.1
8,ReTa03,8.0,80.103,Ta interface,0.1,0.2,2.0319318430873392e-10,0.1
8,ReTa03,8.0,80.103,Ta alloy,0.1,0.2,2.0319318430873392e-10,0.1
8,ReTa03,8.0,80.103,Ta+1,0.2,0.3294090477100284,0.005433925168651042,0.12940904771002837
8,ReTa03,8.0,80.103,Ta+3,0.2,0.3294090477100284,0.005433925168651042,0.12940904771002837
8,ReTa03,8.0,80.103,Ta+5 (Ta2O5),0.2,0.3294090477100284,0.005433925164507141,0.12940904771002837
9,ReTa03,9.0,90.115,Ta metal,0.1,0.2,3.7144455921367565e-11,0.1
9,ReTa03,9.0,90.115,Ta interface,0.1,0.2,3.714445595596104e-11,0.1
9,ReTa03,9.0,90.115,Ta alloy,0.1,0.2,3.714445595596104e-11,0.1
9,ReTa03,9.0,90.115,Ta+1,0.2,0.32388938503842185,0.00731252621532171,0.12388938503842184
9,ReTa03,9.0,90.115,Ta+3,0.2,0.32388938503842185,0.00731252621532171,0.12388938503842184
9,ReTa03,9.0,90.115,Ta+5 (Ta2O5),0.2,0.32388938503842185,0.0073125261956700355,0.12388938503842184
10,ReTa03,,,Ta metal,0.1,0.19999999999999993,1.4791445373590181e-09,0.09999999999999992
10,ReTa03,,,Ta interface,0.1,0.19999999999999993,1.4791445387365793e-09,0.09999999999999992
10,ReTa03,,,Ta alloy,0.1,0.19999999999999993,1.4791445387365793e-09,0.09999999999999992
10,ReTa03,,,Ta+1,0.2,0.3728249967418711,0.034115774854836196,0.17282499674187107
10,ReTa03,,,Ta+3,0.2,0.3728249967418711,0.034115774854836196,0.17282499674187107
10,ReTa03,,,Ta+5 (Ta2O5),0.2,0.3728249967418711,0.034115774857768726,0.17282499674187107
11,ReTa04,0.0,0.0,Ta metal,0.1,0.1335169350586896,0.0,0.033516935058689606
11,ReTa04,0.0,0.0,Ta interface,0.1,0.1335169350586896,0.0,0.033516935058689606
11,ReTa04,0.0,0.0,Ta alloy,0.1,0.1335169350586896,0.0,0.033516935058689606
11,ReTa04,0.0,0.0,Ta+1,0.2,0.5572075188106086,0.0,0.3572075188106086
11,ReTa04,0.0,0.0,Ta+3,0.2,0.5572075188106086,0.0,0.3572075188106086
11,ReTa04,0.0,0.0,Ta+5 (Ta2O5),0.2,0.5572075188106086,0.0,0.3572075188106086
12,ReTa04,1.0,10.013,Ta metal,0.1,0.1648048586408218,0.007267895283662115,0.0648048586408218
12,ReTa04,1.0,10.013,Ta interface,0.1,0.1648048586408218,0.007267895303332896,0.0648048586408218
12,ReTa04,1.0,10.013,Ta alloy,0.1,0.1648048586408218,0.007267895303332896,0.0648048586408218
12,ReTa04,1.0,10.013,Ta+1,0.2,0.27731607905867184,0.008397783743520829,0.07731607905867183
12,ReTa04,1.0,10.013,Ta+3,0.2,0.27731607905867184,0.008397783743520829,0.07731607905867183
12,ReTa04,1.0,10.013,Ta+5 (Ta2O5),0.2,0.27731607905867184,0.008397783759116506,0.07731607905867183
13,ReTa04,2.0,20.026,Ta metal,0.1,0.1599453064837708,0.0070523656772965735,0.059945306483770805
13,ReTa04,2.0,20.026,Ta interface,0.1,0.1599453064837708,0.007052365672199554,0.059945306483770805
13,ReTa04,2.0,20.026,Ta alloy,0.1,0.1599453064837708,0.007052365672199554,0.059945306483770805
13,ReTa04,2.0,20.026,Ta+1,0.2,0.25758104554943184,0.008491552665131324,0.05758104554943183
13,ReTa04,2.0,20.026,Ta+3,0.2,0.25758104554943184,0.008491552665131324,0.05758104554943183
13,ReTa04,2.0,20.026,Ta+5 (Ta2O5),0.2,0.25758104554943184,0.008491552655185992,0.05758104554943183
14,ReTa04,3.0,30.039,Ta metal,0.1,0.1582689999529552,0.007146787843942945,0.0582689999529552
14,ReTa04,3.0,30.039,Ta interface,0.1,0.1582689999529552,0.007146787856889839,0.0582689999529552
14,ReTa04,3.0,30.039,Ta alloy,0.1,0.1582689999529552,0.007146787856889839,0.0582689999529552
14,ReTa04,3.0,30.039,Ta+1,0.2,0.2547762999032199,0.008632215328317618,0.054776299903219916
14,ReTa04,3.0,30.039,Ta+3,0.2,0.2547762999032199,0.008632215328317618,0.054776299903219916
14,ReTa04,3.0,30.039,Ta+5 (Ta2O5),0.2,0.2547762999032199,0.008632215358927347,0.054776299903219916
15,ReTa04,4.0,40.051,Ta metal,0.1,0.15583235523641353,0.007248102417670916,0.05583235523641353
15,ReTa04,4.0,40.051,Ta interface,0.1,0.15583235523641353,0.0072481024025199525,0.05583235523641353
15,ReTa04,4.0,40.051,Ta alloy,0.1,0.15583235523641353,0.0072481024025199525,0.05583235523641353
15,ReTa04,4.0,40.051,Ta+1,0.2,0.2639856149936376,0.00843066959764278,0.06398561499363759
15,ReTa04,4.0,40.051,Ta+3,0.2,0.2639856149936376,0.00843066959764278,0.06398561499363759
15,ReTa04,4.0,40.051,Ta+5 (Ta2O5),0.2,0.2639856149936376,0.008430669590297207,0.06398561499363759
16,ReTa04,5.0,50.063,Ta metal,0.1,0.1588355921588336,0.007189639860939866,0.058835592158833605
16,ReTa04,5.0,50.063,Ta interface,0.1,0.1588355921588336,0.0071896398423597725,0.058835592158833605
16,ReTa04,5.0,50.063,Ta alloy,0.1,0.1588355921588336,0.0071896398423597725,0.058835592158833605
16,ReTa04,5.0,50.063,Ta+1,0.2,0.2547201693382589,0.00857763763794577,0.054720169338258906
16,ReTa04,5.0,50.063,Ta+3,0.2,0.2547201693382589,0.00857763763794577,0.054720169338258906
