index,sample,etchlevel,etchtime,species,expected_sigma_eV,fitted_sigma_eV,fitted_stderr,delta_eV
0,BOE_WK0,,,Re metal,0.12,0.22061306917481888,0.004467743633119012,0.10061306917481888
0,BOE_WK0,,,ReO2 (Re4+),0.25,0.37484846177261677,0.050442516981110026,0.12484846177261677
0,BOE_WK0,,,ReO3 (Re6+),0.25,0.7499999999999999,0.06188754525790465,0.4999999999999999
0,BOE_WK0,,,Re2O7 (Re7+),0.3,0.2557363748361138,0.09133665889530292,-0.04426362516388621
1,BOE_WK1,,,Re metal,0.12,0.21645675044067997,0.005401867118772198,0.09645675044067997
1,BOE_WK1,,,ReO2 (Re4+),0.25,0.5999999999999999,0.14235493007605782,0.34999999999999987
1,BOE_WK1,,,ReO3 (Re6+),0.25,0.7499999999999999,0.13690883583424665,0.4999999999999999
1,BOE_WK1,,,Re2O7 (Re7+),0.3,0.45805200188440065,0.009574854332847818,0.15805200188440066
2,BOE_WK2,,,Re metal,0.12,0.2178747517261619,0.006720333305871808,0.09787475172616192
2,BOE_WK2,,,ReO2 (Re4+),0.25,0.5999999999999893,0.15193309276326894,0.3499999999999893
2,BOE_WK2,,,ReO3 (Re6+),0.25,0.7499999999999969,0.15255352340861575,0.4999999999999969
2,BOE_WK2,,,Re2O7 (Re7+),0.3,0.46080488016465126,0.00766212515410389,0.16080488016465128
3,BOE_WK3,,,Re metal,0.12,0.21749457394448246,0.006499685472541354,0.09749457394448247
3,BOE_WK3,,,ReO2 (Re4+),0.25,0.5999999999999999,0.17963436403178806,0.34999999999999987
3,BOE_WK3,,,ReO3 (Re6+),0.25,0.7499999999999941,0.17800269627894075,0.4999999999999941
3,BOE_WK3,,,Re2O7 (Re7+),0.3,0.4509828289594815,0.008909711946050048,0.1509828289594815
4,Control_WK0,,,Re metal,0.12,0.21948462517787337,0.005574094201261552,0.09948462517787338
4,Control_WK0,,,ReO2 (Re4+),0.25,0.43820327322551145,0.0906677558001219,0.18820327322551145
4,Control_WK0,,,ReO3 (Re6+),0.25,0.7499999999999999,0.0801209742546124,0.4999999999999999
4,Control_WK0,,,Re2O7 (Re7+),0.3,0.433474970536211,0.019692440139133984,0.133474970536211
5,Control_WK1,,,Re metal,0.12,0.21761424351975556,0.006192427432463315,0.09761424351975556
5,Control_WK1,,,ReO2 (Re4+),0.25,0.377381108860404,0.06775900244903717,0.127381108860404
5,Control_WK1,,,ReO3 (Re6+),0.25,0.7499999999999999,0.07844036806696913,0.4999999999999999
5,Control_WK1,,,Re2O7 (Re7+),0.3,0.4124206891034819,0.019651267805429893,0.11242068910348191
6,Control_WK2,,,Re metal,0.12,0.21726628839689466,0.006292827193623637,0.09726628839689466
6,Control_WK2,,,ReO2 (Re4+),0.25,0.3713041996550558,0.06711070628779997,0.12130419965505579
6,Control_WK2,,,ReO3 (Re6+),0.25,0.7499999999999999,0.07566075343842799,0.4999999999999999
6,Control_WK2,,,Re2O7 (Re7+),0.3,0.4229831300925078,0.01983549194700809,0.12298313009250783
7,Control_WK3,,,Re metal,0.12,0.2185350237108735,0.006028639302040727,0.0985350237108735
7,Control_WK3,,,ReO2 (Re4+),0.25,0.3827779641282175,0.06717316246717488,0.13277796412821752
7,Control_WK3,,,ReO3 (Re6+),0.25,0.7499999999999999,0.07353172666812412,0.4999999999999999
7,Control_WK3,,,Re2O7 (Re7+),0.3,0.434404658401577,0.01846530378837897,0.134404658401577
