index,sample,etchlevel,etchtime,oxide_thickness_nm,thickness_err_nm,group,week,baseline_value,delta_from_wk0
0,BOE_WK0,,,0.6146477833994652,0.11357868447588378,BOE,0,0.6146477833994652,0.0
1,BOE_WK1,,,1.2976617748919508,0.2780149846404109,BOE,1,0.6146477833994652,0.6830139914924855
2,BOE_WK2,,,1.5097631777766687,0.3328243004153114,BOE,2,0.6146477833994652,0.8951153943772034
3,BOE_WK3,,,1.3640677354845276,0.35504874027142064,BOE,3,0.6146477833994652,0.7494199520850624
4,Control_WK0,,,0.7363005036087356,0.15609836987902898,Control,0,0.7363005036087356,0.0
5,Control_WK1,,,0.7091245474950462,0.14781187458672668,Control,1,0.7363005036087356,-0.027175956113689392
6,Control_WK2,,,0.7219900554967325,0.1498717288190486,Control,2,0.7363005036087356,-0.014310448112003105
7,Control_WK3,,,0.7345826827121111,0.14781333935272914,Control,3,0.7363005036087356,-0.0017178208966244224
