index,sample,etchlevel,etchtime,species,expected_sigma_eV,fitted_sigma_eV,fitted_stderr,delta_eV
0,BOE_WK0,,,Ta metal,0.1,0.19999999999999998,0.0,0.09999999999999998
0,BOE_WK0,,,Ta interface,0.1,0.19999999999999998,0.0,0.09999999999999998
0,BOE_WK0,,,Ta alloy,0.1,0.19999999999999998,0.0,0.09999999999999998
0,BOE_WK0,,,Ta+1,0.2,0.6397440238601404,0.0,0.4397440238601404
0,BOE_WK0,,,Ta+3,0.2,0.6397440238601404,0.0,0.4397440238601404
0,BOE_WK0,,,Ta+5 (Ta2O5),0.2,0.6397440238601404,0.0,0.4397440238601404
1,BOE_WK1,,,Ta metal,0.1,0.19999999999999946,0.0,0.09999999999999945
1,BOE_WK1,,,Ta interface,0.1,0.19999999999999946,0.0,0.09999999999999945
1,BOE_WK1,,,Ta alloy,0.1,0.19999999999999946,0.0,0.09999999999999945
1,BOE_WK1,,,Ta+1,0.2,0.5753355744921135,0.0,0.37533557449211347
1,BOE_WK1,,,Ta+3,0.2,0.5753355744921135,0.0,0.37533557449211347
1,BOE_WK1,,,Ta+5 (Ta2O5),0.2,0.5753355744921135,0.0,0.37533557449211347
2,BOE_WK2,,,Ta metal,0.1,0.19999999999999998,0.01043816750782801,0.09999999999999998
2,BOE_WK2,,,Ta interface,0.1,0.19999999999999998,0.010438167517549312,0.09999999999999998
2,BOE_WK2,,,Ta alloy,0.1,0.19999999999999998,0.010438167517549312,0.09999999999999998
2,BOE_WK2,,,Ta+1,0.2,0.575201529550503,0.005118928743420171,0.37520152955050295
2,BOE_WK2,,,Ta+3,0.2,0.575201529550503,0.005118928743420171,0.37520152955050295
2,BOE_WK2,,,Ta+5 (Ta2O5),0.2,0.575201529550503,0.005118928739335318,0.37520152955050295
3,BOE_WK3,,,Ta metal,0.1,0.19999999999999998,0.012510906265843743,0.09999999999999998
3,BOE_WK3,,,Ta interface,0.1,0.19999999999999998,0.012510906277495437,0.09999999999999998
3,BOE_WK3,,,Ta alloy,0.1,0.19999999999999998,0.012510906277495437,0.09999999999999998
3,BOE_WK3,,,Ta+1,0.2,0.5770489006111876,0.003406092908674433,0.3770489006111876
3,BOE_WK3,,,Ta+3,0.2,0.5770489006111876,0.003406092908674433,0.3770489006111876
3,BOE_WK3,,,Ta+5 (Ta2O5),0.2,0.5770489006111876,0.003406092903613962,0.3770489006111876
4,Control_WK0,,,Ta metal,0.1,0.19999999999999998,0.0121524930810854,0.09999999999999998
4,Control_WK0,,,Ta interface,0.1,0.19999999999999998,0.012152493092403295,0.09999999999999998
4,Control_WK0,,,Ta alloy,0.1,0.19999999999999998,0.012152493092403295,0.09999999999999998
4,Control_WK0,,,Ta+1,0.2,0.5510689822881125,0.003374996067498484,0.3510689822881125
4,Control_WK0,,,Ta+3,0.2,0.5510689822881125,0.003374996067498484,0.3510689822881125
4,Control_WK0,,,Ta+5 (Ta2O5),0.2,0.5510689822881125,0.00337499605718515,0.3510689822881125
5,Control_WK1,,,Ta metal,0.1,0.1999999999999997,0.012498117233234041,0.0999999999999997
5,Control_WK1,,,Ta interface,0.1,0.1999999999999997,0.012498117244873845,0.0999999999999997
5,Control_WK1,,,Ta alloy,0.1,0.1999999999999997,0.012498117244873845,0.0999999999999997
5,Control_WK1,,,Ta+1,0.2,0.5457422401198412,0.003518529774868976,0.34574224011984117
5,Control_WK1,,,Ta+3,0.2,0.5457422401198412,0.003518529774868976,0.34574224011984117
5,Control_WK1,,,Ta+5 (Ta2O5),0.2,0.5457422401198412,0.0035185297769112387,0.34574224011984117
6,Control_WK2,,,Ta metal,0.1,0.19999999999999998,0.011610179121486909,0.09999999999999998
6,Control_WK2,,,Ta interface,0.1,0.19999999999999998,0.011610179132299732,0.09999999999999998
6,Control_WK2,,,Ta alloy,0.1,0.19999999999999998,0.011610179132299732,0.09999999999999998
6,Control_WK2,,,Ta+1,0.2,0.54153030214039,0.0033348454306287947,0.34153030214039
6,Control_WK2,,,Ta+3,0.2,0.54153030214039,0.0033348454306287947,0.34153030214039
6,Control_WK2,,,Ta+5 (Ta2O5),0.2,0.54153030214039,0.0033348454212888843,0.34153030214039
7,Control_WK3,,,Ta metal,0.1,0.1999999999999994,0.0122584139110101,0.0999999999999994
7,Control_WK3,,,Ta interface,0.1,0.1999999999999994,0.012258413922426676,0.0999999999999994
7,Control_WK3,,,Ta alloy,0.1,0.1999999999999994,0.012258413922426676,0.0999999999999994
7,Control_WK3,,,Ta+1,0.2,0.5456431235112512,0.0033658674798981575,0.3456431235112512
7,Control_WK3,,,Ta+3,0.2,0.5456431235112512,0.0033658674798981575,0.3456431235112512
7,Control_WK3,,,Ta+5 (Ta2O5),0.2,0.5456431235112512,0.003365867472383888,0.3456431235112512
