week,boe_mean,boe_sem,control_mean,control_sem,difference,difference_sem
0,1.1424922217348854,0.0,1.309388624798183,0.0,-0.16689640306329756,0.0
1,1.6276191103919098,0.0,1.3414875629809826,0.0,0.28613154741092717,0.0
2,1.8798965444017992,0.0,1.3599628505741437,0.0,0.5199336938276555,0.0
3,1.748395807838747,0.0,1.3620636753193776,0.0,0.3863321325193694,0.0
