index,sample,etchlevel,etchtime,species,expected_sigma_eV,fitted_sigma_eV,fitted_stderr,delta_eV
0,BOE_WK0,,,Re metal,0.12,0.2285483372067105,0.0031162045194891397,0.1085483372067105
0,BOE_WK0,,,ReO2 (Re4+),0.25,0.5999999999999978,6.640810835049808e-09,0.34999999999999776
0,BOE_WK0,,,ReO3 (Re6+),0.25,0.4761792298246206,0.06101761313294482,0.22617922982462058
0,BOE_WK0,,,Re2O7 (Re7+),0.3,0.99999999999999,3.667537355471808e-08,0.69999999999999
1,BOE_WK1,,,Re metal,0.12,0.22624905255758077,0.0026764877389584105,0.10624905255758077
1,BOE_WK1,,,ReO2 (Re4+),0.25,0.6,4.3086148472391947e-10,0.35
1,BOE_WK1,,,ReO3 (Re6+),0.25,0.44404969310689707,0.04767265413860285,0.19404969310689707
1,BOE_WK1,,,Re2O7 (Re7+),0.3,0.6643620282082844,0.02181765570703104,0.3643620282082844
2,BOE_WK2,,,Re metal,0.12,0.22700016202166132,0.0024260226114525708,0.10700016202166132
2,BOE_WK2,,,ReO2 (Re4+),0.25,0.6,4.627355564049315e-10,0.35
2,BOE_WK2,,,ReO3 (Re6+),0.25,0.4908115367514912,0.042054528688794106,0.2408115367514912
2,BOE_WK2,,,Re2O7 (Re7+),0.3,0.6117254729990576,0.015415601615984886,0.31172547299905756
3,BOE_WK3,,,Re metal,0.12,0.22732758077899354,0.002629571845201726,0.10732758077899354
3,BOE_WK3,,,ReO2 (Re4+),0.25,0.6,5.369619061999124e-10,0.35
3,BOE_WK3,,,ReO3 (Re6+),0.25,0.4889876322625854,0.059393978460082535,0.2389876322625854
3,BOE_WK3,,,Re2O7 (Re7+),0.3,0.6416616860283144,0.0189849199984993,0.3416616860283144
4,Control_WK0,,,Re metal,0.12,0.2247151505268077,0.0028912248788906473,0.10471515052680772
4,Control_WK0,,,ReO2 (Re4+),0.25,0.5999999999999998,1.6684843049220205e-09,0.34999999999999976
4,Control_WK0,,,ReO3 (Re6+),0.25,0.4613396760391462,0.06801365002378927,0.21133967603914622
4,Control_WK0,,,Re2O7 (Re7+),0.3,0.8457297372352383,0.05776759035412375,0.5457297372352383
5,Control_WK1,,,Re metal,0.12,0.22403037017133018,0.0027960848725575712,0.10403037017133018
5,Control_WK1,,,ReO2 (Re4+),0.25,0.5999999999999996,2.4337379656917888e-09,0.34999999999999964
5,Control_WK1,,,ReO3 (Re6+),0.25,0.4321189813110104,0.05709407181048492,0.1821189813110104
5,Control_WK1,,,Re2O7 (Re7+),0.3,0.7846205230495226,0.04157186583030692,0.4846205230495226
6,Control_WK2,,,Re metal,0.12,0.2236549740306646,0.002787566702620098,0.10365497403066459
6,Control_WK2,,,ReO2 (Re4+),0.25,0.5999999999999984,5.093054207763601e-09,0.3499999999999984
6,Control_WK2,,,ReO3 (Re6+),0.25,0.4366103082536195,0.05551371831704349,0.18661030825361952
6,Control_WK2,,,Re2O7 (Re7+),0.3,0.7753756363166872,0.04048001230862335,0.47537563631668717
7,Control_WK3,,,Re metal,0.12,0.22445870315329533,0.002844022243652386,0.10445870315329533
7,Control_WK3,,,ReO2 (Re4+),0.25,0.5999999999999998,1.7949828947695813e-09,0.34999999999999976
7,Control_WK3,,,ReO3 (Re6+),0.25,0.4309458201270224,0.056528587675738796,0.18094582012702243
7,Control_WK3,,,Re2O7 (Re7+),0.3,0.7856790079730135,0.04160581887215596,0.4856790079730135
