element,x0,x0_err,k,k_err,tau,tau_err,redchi
Ta,1.3931289494909134,0.9999996246690086,0.18923060270040198,1.3369178167543045,0.013174436589415302,0.4706284646745836,0.006400136624927777
Re,0.3424738330248279,0.9999999979320605,0.09911617566842311,1.2795421292794695,0.0010000000000021882,0.09765863817203103,0.02228554149688271
