index,sample,etchlevel,etchtime,redchi,metal_frac,metal_err,Ta5_frac,Ta5_err,Ta3_frac,Ta3_err,Ta1_frac,Ta1_err,interface_frac,interface_err,alloy_frac,alloy_err
0,BOE_WK0,,,5.707068645336348,0.4333596987571069,0.009215091848205957,0.3182917058772043,0.004797505784667286,0.041725704586425105,0.006010025887901401,0.10062877387023689,0.01390107309501162,0.10382102909477872,0.0003607897002737135,0.002173087814247995,0.005273536422111207
1,BOE_WK1,,,6.4248908603378245,0.3026343027944938,0.0,0.4983513329115353,0.0,0.05477837452473306,0.0,0.038952441032498876,0.0,0.10528354873673886,0.0,0.0,0.0
2,BOE_WK2,,,6.271923280327406,0.27504535752468934,0.008270852871402978,0.5353024178196261,0.0033869598702846314,0.05110492632711466,0.0034372435952189457,0.03229720388786363,0.0064473811040369295,0.10522270296524339,0.0003462217809341609,0.0010273914754627756,0.0034145221276773914
3,BOE_WK3,,,5.996939860237381,0.2786780036315009,0.0,0.5190461259754038,0.0,0.05666003471387748,0.0,0.04007259904134211,0.0,0.10554323663787403,0.0,1.7576479711327422e-15,0.0
4,Control_WK0,,,8.111127025389068,0.1793868199002596,0.003027390512172331,0.6507692729258894,0.0022327453346516917,0.030430742717908906,0.002447082638619442,0.018949610650780845,0.003088018950020181,0.10609443007506626,0.000309484414276466,0.014369123730095005,0.002717360805029699
5,Control_WK1,,,8.39515159406664,0.182703969572539,0.018388753456320763,0.6536162825137849,0.002903414825048744,0.03301935835520664,0.002754739267549281,0.016391460011418266,0.003656067794501366,0.10476203265758824,0.018223108706581483,0.009506896889463061,0.0032331363596226565
6,Control_WK2,,,6.7932707411267055,0.18654435425505222,0.01773291700095799,0.6565321780899932,0.0030296846105133247,0.030584414401707796,0.002628708680848492,0.01889586443291374,0.003439706952434044,0.09528338860803387,0.017466180096727936,0.012159800212299248,0.0032452542890209885
7,Control_WK3,,,7.049709856843986,0.17872429349211513,0.019500706654518456,0.6560286883788555,0.0029874364692075053,0.032867807861661255,0.0027853458891305906,0.01687141674504489,0.0035356812779072247,0.10513641934351099,0.019170355741566152,0.010371374178812247,0.003186676893856864
